test_id,A0_hex,A1_hex,A2_hex,A3_hex,B0_hex,B1_hex,B2_hex,B3_hex,C0_hex,A0_raw,A1_raw,A2_raw,A3_raw,B0_raw,B1_raw,B2_raw,B3_raw,C0_raw,A0_quantized_real,A1_quantized_real,A2_quantized_real,A3_quantized_real,B0_quantized_real,B1_quantized_real,B2_quantized_real,B3_quantized_real,C0_quantized_real,reference_real,quantized_input_reference_real
0,BE2AC333,BF7ACB1B,3F268178,BECE315B,BE86BF16,BF1CD86B,3E072F4A,BF2D3741,BF406017,-0.16676025490931767,-0.9796616610858633,0.6504130185074863,-0.4027202896008144,-0.2631766210230486,-0.6126773019098515,0.13201633745772257,-0.6766243521412636,-0.7514662314329397,-0.16676025092601776,-0.9796616435050964,0.6504130363464355,-0.40272030234336853,-0.2631766200065613,-0.612677276134491,0.13201633095741272,-0.6766243577003479,-0.7514662146568298,0.25099313185712013,0.25099312038076516
1,BE0958B6,3DFE4603,BF26BC71,3DD9FE5A,BE9494BB,3F6A8778,BF5141E6,3F75104D,BE33FABF,-0.13412746398016817,0.12415697615168586,-0.6513128785525364,0.10644217113865961,-0.29019722732680253,0.9161295701990972,-0.8174118022465298,0.9572799911408201,-0.175761214121398,-0.13412746787071228,0.12415697425603867,-0.6513128876686096,0.1064421683549881,-0.2901972234249115,0.9161295890808105,-0.8174117803573608,0.9572799801826477,-0.17576120793819427,0.6111918757617155,0.611191872521955
2,3C00F443,BF34262F,3EE038EC,BF1EBC12,BEA23DFC,BF73F507,BEA45574,3F6F59DC,3F752512,0.007870736220074948,-0.7037076621396217,0.4379342806017701,-0.6200572425563593,-0.31687914845289566,-0.9529575637155989,-0.3209644552041586,0.9349649177597428,0.9575969083713136,0.00787073653191328,-0.7037076354026794,0.4379342794418335,-0.620057225227356,-0.31687915325164795,-0.9529575705528259,-0.3209644556045532,0.9349648952484131,0.9575968980789185,0.905413268879161,0.9054132681396933
3,3EFA6615,BF7E3B32,3F6166F1,3F3DD52B,3F0AAACC,BF246AA8,BF4D0E62,BE2F099A,3F456509,0.48906008028206926,-0.9930907784898089,0.8804770061954856,0.7415339375109526,0.5416686770336216,-0.6422524707529698,-0.8010007343807772,-0.17093506297628447,0.771072934290959,0.48906007409095764,-0.9930907487869263,0.8804770112037659,0.7415339350700378,0.5416686534881592,-0.6422524452209473,-0.801000714302063,-0.17093506455421448,0.7710729241371155,0.8417795882589152,0.8417795317183892
4,3E1FEB91,3EF2429C,BF08E5E3,3D414FB6,3ED66966,3F2650A3,3F1D3F6D,BF090EE9,3F3F12C1,0.1561720547326464,0.47316442988816454,-0.5347577935431846,0.04719516032931681,0.4187728749682633,0.6496678937955613,0.6142490661181659,-0.5353837740450758,0.7463799342397583,0.15617205202579498,0.473164439201355,-0.5347577929496765,0.047195158898830414,0.4187728762626648,0.6496679186820984,0.614249050617218,-0.5353837609291077,0.7463799118995667,0.7654382948371868,0.7654382994301776
5,BF113696,3F1A9289,3DE1A11F,BF20DB1B,3E35786F,3D156AC4,3F6AD5D0,BF6ABB5F,BF2BF611,-0.5672391394199106,0.6037984752066285,0.11017059787675487,-0.6283432802895681,0.17721723666303202,0.03647877150816736,0.9173250068704641,-0.9169215562972763,-0.67172343579938,-0.5672391653060913,0.6037984490394592,0.11017059534788132,-0.6283432841300964,0.17721723020076752,0.03647877275943756,0.9173250198364258,-0.9169215559959412,-0.6717234253883362,-0.0730184190941866,-0.07301840736321186
6,3F777222,3F2A16C2,BF330F7D,BF0AB1B4,3DA04F75,BF2FA035,BEB47811,BF66BFA1,3ED8C1EF,0.9665853062950225,0.664409771701046,-0.6994550680367617,-0.5417740590911013,0.07827654990504485,-0.6860383393464529,-0.35247854869302886,-0.9013615539537378,0.42335458763113265,0.9665852785110474,0.6644097566604614,-0.6994550824165344,-0.5417740345001221,0.07827655225992203,-0.6860383152961731,-0.3524785339832306,-0.9013615250587463,0.4233545958995819,0.7780821892252374,0.7780821808524996
7,BF57C6A0,3F7D3CC5,3F5754EE,3F13E161,3F0B78C9,BE876BF1,3EB6FEC0,3F05C3B6,BD1D7B1E,-0.8428745062932308,0.9892085015636325,0.8411396768612389,0.5776577444629247,0.5448117809345521,-0.2644953993655632,0.3574123458940295,0.5225175339207782,-0.038447490008934215,-0.8428745269775391,0.9892085194587708,0.8411396741867065,0.5776577591896057,0.5448117852210999,-0.2644954025745392,0.35741233825683594,0.5225175619125366,-0.03844749182462692,-0.15682654334523616,-0.1568265514657856
8,BF607FCA,3E812165,BEB26BC1,3E617661,BE2224B0,3F67B21D,BF18C897,3F09A78B,3ECB53CD,-0.8769499061432817,0.2522078974811848,-0.3484783355595489,0.22017814168426653,-0.15834307785922053,0.9050615660817887,-0.5968107675867218,0.5377127328939211,0.3971237110999468,-0.8769499063491821,0.2522079050540924,-0.3484783470630646,0.22017814218997955,-0.15834307670593262,0.9050615429878235,-0.5968107581138611,0.5377127528190613,0.3971237242221832,1.0906145462607344,1.090614567657009
9,3DE7AE9A,BF57042D,BF2B8B73,3F6F3F95,BF09E939,BF2C4416,BED8C905,3D980BB2,3D20AC27,0.11312599703162118,-0.8399074450896227,-0.670096577815638,0.9345639547043396,-0.5387149422876205,-0.6729139363355121,-0.4234086550750653,0.07424105838828887,0.039226676459912735,0.1131259948015213,-0.8399074673652649,-0.6700965762138367,0.934563934803009,-0.5387149453163147,-0.6729139089584351,-0.4234086573123932,0.07424105703830719,0.039226677268743515,0.8965771444426726,0.8965771361875152
