test_id,A0_hex,A1_hex,A2_hex,A3_hex,B0_hex,B1_hex,B2_hex,B3_hex,C0_hex,A0_raw,A1_raw,A2_raw,A3_raw,B0_raw,B1_raw,B2_raw,B3_raw,C0_raw,A0_quantized_real,A1_quantized_real,A2_quantized_real,A3_quantized_real,B0_quantized_real,B1_quantized_real,B2_quantized_real,B3_quantized_real,C0_quantized_real,reference_real,quantized_input_reference_real
0,77DE,5CD5,7BCF,5B68,7DC4,5B93,5D43,5A42,7E29,-0.059660710984214944,0.33370786243961315,-0.23397828159282053,0.20360343273289977,-0.4612894546094201,0.2156263826875452,0.38715631701976877,0.13672939393289835,-0.5287385997045356,-0.05968837344594968,0.33355940498989683,-0.2339540121097439,0.20350342773216848,-0.4609916422396565,0.21570168850205462,0.38712177784813084,0.13668304988411073,-0.5285376409413451,-0.4920091194246339,-0.49182569671014514
1,7F1B,7D2A,7D27,5FF1,578A,5F9F,5BA1,7DA8,5F2B,-0.7330187832858408,-0.3744824044848745,-0.3725418837780246,0.9798585314763739,0.05328188021734079,0.8772286203177025,0.21993007639233936,-0.44380584508626486,0.7497531041968781,-0.7334316222603138,-0.37423885294180886,-0.37272199816767215,0.9798977531260716,0.0532723690518141,0.8769380747326623,0.2198289237638144,-0.4438441231316303,0.7494916835205777,-0.13461030641624672,-0.13462119043888798
2,7E43,5F7A,5C3B,5C10,5E6A,7E92,5FE2,7B71,5B40,-0.5474177011564255,0.8335922495528917,0.270692707328589,0.25556140877554245,0.5773310339914586,-0.6091781874149402,0.9607293782634705,-0.2059313679952945,0.19275884268253818,-0.5474728685228111,0.8340936325652912,0.27078774900321345,0.25547428716352916,0.577155210295108,-0.6092711149137042,0.9601996065815237,-0.20599812697972075,0.1927763531759926,-0.4236542744808025,-0.4240065574298173
3,7E57,7D08,7F14,7FFC,5F5B,5D5A,5F42,7997,7EAA,-0.5621813612048964,-0.35757268937081127,-0.726093429124788,-0.9948740382427255,0.7993874286198892,0.39936468530135744,0.7731958286123697,-0.10844879458194118,-0.6295846173000266,-0.5624987810161917,-0.3574033345979925,-0.7265139979245263,-0.9945994234836332,0.7998128554560965,0.39936539947715677,0.7731960915705107,-0.10843646367024269,-0.6293922197748583,-1.6753067549884177,-1.6759074409216697
4,7FDE,7F49,5E6C,7B74,5C36,7CBF,5E3E,7787,7EA7,-0.9549042438888496,-0.7804135481246125,0.5787348485900201,-0.20670412553757195,0.26911040241338025,-0.32388088883934396,0.5436326713184585,-0.05302571598291469,-0.627125793972005,-0.9550139751351949,-0.7805582072553617,0.5787200368168756,-0.2068364709570243,0.26896097226569776,-0.3237712692837606,0.5437795304588848,-0.05305644692964369,-0.6268411842907942,-0.30575961970498394,-0.3053102319256847
5,5A59,5D9B,5FE0,7C57,5890,7D88,7EF4,5C65,5D0B,0.1410796050061639,0.4358312164456445,0.9570532175736278,-0.2811043923570805,0.07591192837259113,-0.42503638169884445,-0.6959381362967401,0.2864935503316765,0.3587158308486509,0.14100596748173255,0.4361010517799766,0.9576032806985737,-0.28124939050809583,0.07595295999877931,-0.42502658842963087,-0.6957121878859631,0.2866308152429439,0.3588578474978012,-0.562403095505948,-0.5626178897725842
6,7DED,7EB7,7B06,5D15,7E55,5EEB,5C7F,7D53,5EBF,-0.487477894920011,-0.6402469064494456,-0.17827446352253962,0.3637736539503246,-0.5613460036725715,0.6874472636499241,0.2969393516953975,-0.3957622726207088,0.6478238416529145,-0.48730287016604923,-0.6405672188857322,-0.17821846801318678,0.36374911044470487,-0.5609778158603325,0.6872869041366456,0.2968995630067168,-0.3955986409649173,0.6475425385675212,0.2844270343168326,0.28384353855938216
7,7D60,58D7,5EFA,7DDD,7F2C,7C8B,7D31,5EF0,58AE,-0.40265647945050026,0.08356092319774266,0.701606342943393,-0.47671270131956767,-0.7503600125602069,-0.3018730131781122,-0.3778178925012539,0.6923376669817666,0.07907473970582933,-0.40262258298731357,0.08361594407060159,0.7013863456101024,-0.4768609745196456,-0.7505070348132128,-0.3017622775465652,-0.3778022306659864,0.691954940981916,0.07910121966117539,-0.23913831629444193,-0.2389114705646116
8,5BBE,7BAB,7FB7,5F8B,7CDA,5900,7A10,5C3B,7AAD,0.22855322822779578,-0.22274361594760456,-0.906309496873179,0.8539770880256918,-0.3358012069015596,0.088428698467426,-0.12776395593361833,0.2706338406815438,-0.15798324982912382,0.22863112892561216,-0.2228252106695097,-0.9058988485598175,0.8535126110378932,-0.33582493279670883,0.08838834764831845,-0.12773714358176458,0.27078774900321345,-0.1579884092815745,0.09248015804771831,0.09237409500412672
9,5F5D,7D00,7A6C,7BF4,5D4A,5CB6,5A45,5E63,7E43,0.8017450213231283,-0.3533810661968541,-0.14463524453644133,-0.24594491680112995,0.390948761258026,0.3199044599094408,0.13718552879457502,0.5720006088092214,-0.5477897052798656,0.8019813680959258,-0.3535533905932738,-0.1446800092042189,-0.24597140290414699,0.3908078224928394,0.31985030187641733,0.13723930451297492,0.5717115631887021,-0.5474728685228111,-0.5079191661205699,-0.5076169141822693
10,5B45,5E91,5B6F,7876,5F9D,7F72,582A,7929,5AE0,0.19402176968021995,0.6086773326575173,0.2055256339505377,-0.07334082613262374,0.8746280325130543,-0.8254525271345934,0.06618662143704016,-0.09345206881360665,0.16918714315244454,0.19408568573290025,0.6084468398764332,0.2054411195978694,-0.07332600501022733,0.8745668833620694,-0.8251087869603089,0.06615670767465705,-0.09343313750549144,0.16928194336711158,-0.14309332135865027,-0.14256959053411347
11,5977,7FDE,7B92,5CEA,7A5C,7986,7C20,5B6A,7FFC,0.10388288193751943,-0.9545560785588795,-0.21540838876066476,0.3434083532039132,-0.1416328764514908,-0.10594662839314478,-0.2610125177580569,0.20402382659942392,-0.9941300846765309,0.1038391133579761,-0.9550139751351949,-0.21540986846828425,0.3431785412719171,-0.1415798149498399,-0.10596933509308329,-0.26106844560685344,0.20405518149840937,-0.9945994234836332,-0.7814235457204208,-0.7818346709327397
12,5FC9,5E69,5ECB,7F27,580E,7F57,5E71,7C8C,5C28,0.9276610048219445,0.5760092921231436,0.6578669771789388,-0.7457311718365442,0.06372894024906789,-0.7950851686650583,0.5825516288537371,-0.30199055923898405,0.2640585018156977,0.9282453737418447,0.5763743844511904,0.658148194182418,-0.7454439963353443,0.06369587475485862,-0.795493404931432,0.5826506899963522,-0.3021710809066454,0.2639112945901393,0.47364616213255123,0.4732567916437006
13,7EFD,5E73,5F9B,5A95,7FC1,5D5A,7EF9,7AA1,7E78,-0.7045812202572572,0.5840828481068955,0.871755960548215,0.15302457617391135,-0.9179109134762826,0.39958056604036324,-0.7006643867365815,-0.15547645435757154,-0.5878864364205029,-0.7042407551488019,0.5842304162751225,0.8722021035599532,0.1529376615123399,-0.9182463268231442,0.39936539947715677,-0.7004374490646769,-0.15544252269433376,-0.5881984958251406,-0.34235556386947374,-0.34290662803500505
14,7F24,5D77,5EC7,5EBF,5F1C,7FD4,5F02,7EBB,0000,-0.7422015893162504,0.4156023234062757,0.6544339987522515,0.6476577710756602,0.7344772879963232,-0.942803344542904,0.709126802903661,-0.6443239967309172,0.0,-0.7424225829363762,0.4153564534319044,0.6545938145006271,0.6475425385675212,0.7344252166684909,-0.9421720895161673,0.7090239421602076,-0.6440454355403848,0.0,-0.890186225301463,-0.8895152533683139
15,7C0D,5C68,7F5F,7E70,7E74,5F57,7AEC,5CE6,7D86,-0.25460098936686276,0.2879059208104316,-0.8041709258692481,-0.5817247581150911,-0.5852893680552645,0.7957430964458151,-0.17198381197245222,0.3411821125797308,-0.4236557068338092,-0.2544388057080176,0.28779730748824567,-0.8041557601699715,-0.5818624293887887,-0.5850218848416251,0.795493404931432,-0.17205449634431627,0.341325179301003,-0.42387734037233316,-0.10571100635548664,-0.10632989435747409
16,5D93,5F23,5E7D,5E27,5EDE,5F0A,5B5E,7F0C,5C8E,0.43146625795531146,0.7414330760201866,0.592251509311395,0.5269698803748653,0.6754083797591165,0.7168496143700176,0.20072957057035384,-0.7183380763486892,0.30303956255546066,0.43140337700410925,0.741418168994469,0.5921935264801965,0.5271085048035218,0.6752968579460172,0.7167447066838945,0.20076695705209638,-0.7186879987244912,0.3029903498192003,0.866291364359574,0.8657895787529044
17,7DA5,7A49,7ECD,5C34,5F39,780D,7EF3,5D7C,5CF9,-0.4420868880700691,-0.1380634753576695,-0.6602689487122952,0.26838186413614495,0.7635490766607661,-0.06360656572994058,-0.6949838128415401,0.4178992070434983,0.35037800862201846,-0.4420451461631716,-0.1379845003652702,-0.6599326149606406,0.2682337168814939,0.7638324544533577,-0.0636097014270044,-0.6947709678353773,0.41817754491039916,0.35021872453233843,0.5926375166368245,0.5920187872191489
18,7C5C,5DE9,7D84,7F48,7EFE,5FB6,5AFB,77E9,7FEF,-0.2830194566858399,0.4849105319038147,-0.42255539948440374,-0.7790334915878567,-0.7054755418927982,0.9051061290036179,0.17567441183292765,-0.06058922851800051,-0.9777590170369082,-0.2831596298996798,0.48467115372907227,-0.4227311998173263,-0.7795022001189185,-0.7051948041086353,0.904673269685516,0.17558413191113836,-0.060583894216134034,-0.9772481645596449,-0.3662313510469708,-0.36609603937316626
19,7E2F,7F7C,5FA7,7A61,792D,5EFA,5F54,79A8,7D22,-0.5328017635125956,-0.8359645833948977,0.8870433810700212,-0.1426099780383998,-0.09396970400656735,0.7017564937387674,0.7918332250240331,-0.11094439655831156,-0.37020818105185177,-0.5328483400926115,-0.8363550898207983,0.8864873042780538,-0.14254142179663792,-0.09394047020280517,0.7013863456101024,0.7922691326262469,-0.11096103078290757,-0.37020755695561797,-0.18857233284782726,-0.18860650268598284
20,5ED8,5FDC,5CEE,7857,7DCC,5C43,7EF9,5E25,7C92,0.6698079497467923,0.9519225089459842,0.34501061535905836,-0.07035277152034461,-0.466265616329334,0.27389651754765426,-0.7006964871693191,0.5253651575910991,-0.3046951297703495,0.6698337620266515,0.9524316709088371,0.3450419668150595,-0.07031234762702396,-0.46601151209944724,0.27373643426140554,-0.7004374490646769,0.5256832329696615,-0.3046355574568521,-0.6349839072207681,-0.6347128895563956
21,5FCA,7FD2,5F5E,7FE8,5B17,7D6C,5877,5EED,7A84,0.929842949960582,-0.93992206950644,0.8032223999803962,-0.968640735316275,0.1824018841138902,-0.4090969652172599,0.07341900888473846,0.6891600149462092,-0.1495114549146484,0.9295028862144102,-0.9396245090282801,0.8030678282083855,-0.9680308967461472,0.18236766716619346,-0.4092168624417411,0.07342534120782351,0.6891503279721622,-0.14945804900497842,-0.20396375384349894,-0.20358986324446562
22,5F30,7F6A,7FD0,7C04,7D17,7B6B,7E67,5AFA,0000,0.754456071541889,-0.8166299503903611,-0.9364737182319921,-0.2512681497619379,-0.3649651436915962,-0.20437643296069063,-0.5745857019804634,0.1754033074931618,0.0,0.7545822137967114,-0.8162207259936375,-0.93708381705515,-0.2513574752782007,-0.3647353343323869,-0.20433161911187303,-0.5748159004418627,0.1753465864025256,0.0,0.38556089199101795,0.3861329092977962
23,7FB6,7EF8,5E9F,5C75,5E3B,7D92,7A72,5ECB,5BB4,-0.9045024629188182,-0.6994790967312963,0.6200689292715164,0.2928810907551799,0.5416623814879951,-0.4310410777139237,-0.1457928982016966,0.6583038085124767,0.22548927568835775,-0.904673269685516,-0.6994898362691556,0.6200888593241409,0.29290721281316934,0.5415754980064269,-0.4308197369365685,-0.1458600046190602,0.658148194182418,0.225556770975828,0.13946163245751964,0.13929211095481875
24,5E90,5DA4,5F1B,7ACD,7AFC,5F69,5EC8,7CAA,5EE4,0.6073130619050082,0.44164162497577986,0.7331329944965855,-0.16501461069259657,-0.17573095856449894,0.8155616393249844,0.6552210732773541,-0.3145410465577724,0.6804249411545812,0.6076236799902345,0.4414471089833182,0.7334316222603138,-0.16498315374016015,-0.17582199922737693,0.8151164714953177,0.6554806057623822,-0.31469610988742913,0.6808045103191124,1.4661552581503363,1.4664714706750899
25,5F5C,5C87,7CEC,7FB5,5EAE,7E10,7E01,5D3B,5FC0,0.8011205088573246,0.30016955809907586,-0.3442516971750372,-0.903499769401194,0.6329453219593671,-0.5111177324602573,-0.5008259215140309,0.3827563059770204,0.9173411035048652,0.8008963778413467,0.3001325872769218,-0.34410899268863254,-0.9034493488810745,0.6328097572894031,-0.5109485743270583,-0.5006773599460541,0.382951707164826,0.9170040432046712,1.0975745373059858,1.0967768796042638
26,7FD9,5F6F,5BFB,7ECD,5A77,7FDA,5C83,5CD5,7EA8,-0.9487216751060272,0.8216852293851125,0.2482200284940071,-0.6598328408183586,0.1468806901763464,-0.9496300706218713,0.2983673581177726,0.33365493348967357,-0.6279708400772364,-0.948571300678166,0.8217644783914776,0.2483134606862384,-0.6599326149606406,0.14685068241564703,-0.9498563490882777,0.2985116982742777,0.33355940498989683,-0.6276903785123455,-1.6937124653958786,-1.6935491861180798
27,7EC6,7ED2,7DD5,7D75,7D11,7EDF,5E43,5DA2,5D47,-0.65406937516096,-0.6648645456235519,-0.471438897228257,-0.4144184392270194,-0.36157313306533717,-0.6761582332592398,0.5473608699181508,0.44027779558778535,0.3893143509962353,-0.6537082229673387,-0.6644148621029772,-0.47172423439381195,-0.41423335287728646,-0.3617846555409879,-0.6762116960325548,0.5474728685228111,0.440253460759396,0.3892238108204586,0.634855458966884,0.6343866289413982
28,5D80,7D2F,5E06,5D5A,59EF,7A81,7D08,5ED4,7876,0.4206795349754604,-0.37666227305362526,0.5040873297340548,0.3995592814967257,0.12212326824454425,-0.14883177533080771,-0.35726112750554534,0.6663301749017422,-0.07335429407605046,0.42044820762685725,-0.3767806746234813,0.5040779490592088,0.39936539947715677,0.12215602056995561,-0.14885226969215648,-0.3574033345979925,0.6662162735415808,-0.07332600501022733,0.120227378558736,0.12002352181312502
29,7D72,5BBF,77FC,5DB2,7D80,7D9E,7F14,5FBC,7F49,-0.41237479539110017,0.22885936715493554,-0.062181526262479636,0.44976771903997703,-0.4203449588207282,-0.4376781135888991,-0.7269277634517562,0.9114645677967621,-0.7804654258966502,-0.41255439348015444,0.22894086006392286,-0.06216246396772707,0.4498937562351338,-0.42044820762685725,-0.43787583825796955,-0.7265139979245263,0.9120516927035267,-0.7805582072553617,-0.2521436781450843,-0.251859860851002
