test_id,A0_hex,A1_hex,A2_hex,A3_hex,B0_hex,B1_hex,B2_hex,B3_hex,C0_hex,A0_real,A1_real,A2_real,A3_real,B0_real,B1_real,B2_real,B3_real,C0_real,reference_real
0,D553CCCC,C0534E4B,3A68177B,CB1CEA57,CF940E9F,C6327949,2872F4A7,C52C8BF1,C3F9FE8B,-0.16676025465130806,-0.9796616621315479,0.650413017719984,-0.4027202893048525,-0.26317662186920643,-0.6126773022115231,0.13201633747667074,-0.6766243539750576,-0.7514662332832813,0.25099313146279734
1,D76A74A4,27E46034,C59438F2,259FE5A6,CEB6B44E,3EA8777B,C2EBE19A,3F5104D3,D4C05409,-0.13412746414542198,0.12415697611868382,-0.651312880218029,0.10644217114895582,-0.2901972271502018,0.916129570454359,-0.8174118027091026,0.9572799913585186,-0.1757612144574523,0.6111918771470904
2,1407A215,C4BD9D09,36038EC1,C6143EDB,CDDC2043,C0C0AF92,CDBAA8C0,3EF59DC6,3F525123,0.007870736182667315,-0.7037076614797115,0.43793428130447865,-0.6200572438538074,-0.3168791476637125,-0.9529575631022453,-0.3209644556045532,0.9349649176001549,0.9575969092547894,0.905413267205208
3,37A66153,C01C4CD8,3E166F0F,3BDD52B1,38AAACC6,C5B95579,C32F19DB,D50F6662,3C565093,0.4890600796788931,-0.9930907785892487,0.8804770074784756,0.7415339387953281,0.541668675839901,-0.6422524712979794,-0.8010007329285145,-0.17093506269156933,0.7710729353129864,0.8417795892181185
4,29FEB913,372429BB,C771A1D0,1E0A7DB3,3566965F,3A650A29,39D3F6D4,C76F116C,3BF12C16,0.1561720548197627,0.47316442988812923,-0.5347577929496765,0.047195160295814276,0.41877287440001965,0.6496678926050663,0.6142490655183792,-0.5353837758302689,0.7463799342513084,0.7654382948521389
5,C6EC96A7,39A92897,261A11F5,C5F24E51,2B5786F7,1CAB561D,3EAD5CFD,C1544A10,C5409EED,-0.5672391392290592,0.6037984751164913,0.11017059767618775,-0.6283432804048061,0.17721723672002554,0.0364787713624537,0.9173250086605549,-0.9169215559959412,-0.6717234365642071,-0.07301842001923786
6,3F772227,3AA16C24,C4CF0834,C754E4B9,2204F74B,C505FCAA,CCB87EE8,C19405E8,358C1EEC,0.9665853045880795,0.6644097715616226,-0.6994550675153732,-0.5417740605771542,0.07827654993161559,-0.6860383376479149,-0.3524785488843918,-0.9013615548610687,0.4233545884490013,0.7780821929404611
7,C2839606,3FD3CC4B,3D754EE1,393E160C,38B78C8F,CF8940F2,336FEC04,385C3B58,E3142714,-0.8428745046257973,0.9892085008323193,0.8411396779119968,0.5776577442884445,0.5448117814958096,-0.2644953988492489,0.35741234570741653,0.5225175321102142,-0.03844748996198177,-0.15682654307721333
8,C1F80360,3012164C,CCD943F6,2E17660F,D5DDB4FF,3E7B21D6,C673768D,389A78AB,34B53CC9,-0.8769499063491821,0.2522078976035118,-0.3484783358871937,0.22017814125865698,-0.1583430776372552,0.9050615653395653,-0.596810769289732,0.5377127341926098,0.3971237111836672,1.0906145469520154
9,267AE9A5,C28FBD36,C54748D0,3EF3F955,C7616C71,C53BBE99,CA736FB1,2180BB23,1D056136,0.11312599712982774,-0.8399074450135231,-0.6700965762138367,0.9345639534294605,-0.5387149415910244,-0.6729139350354671,-0.42340865544974804,0.07424105843529105,0.03922667633742094,0.8965771427250879
10,C01B4B51,C01A175B,EBF8DA71,C5EA53F7,2DC2965F,398D0257,C31164D1,154A8B60,D3FC5581,-0.9933363758027554,-0.9936300702393055,-0.007867025095038116,-0.6302910186350346,0.21500167157500982,0.5969260595738888,-0.808253463357687,0.010334353893995285,-0.18772375490516424,-0.9945715188044886
11,394B64AF,3E8DA9C2,D55705B3,C7C8D984,3C1C742D,C0DF7151,CD265A39,D287FDE3,C5B20B3A,0.5809065662324429,0.9095857217907906,-0.16656358260661364,-0.5134644359350204,0.7569467313587666,-0.9454485736787319,-0.3390683066099882,-0.21044972259551287,-0.6440322622656822,-0.8997485790343287
12,33840D97,1CAD191D,C7F7523C,D4E56638,3447D0EB,CCCC35F1,C22AA5BB,DDE38718,C63DF7DF,0.3598697613924742,0.0365325347520411,-0.5021188408136368,-0.17349857836961746,0.3837666120380163,-0.35007193498313427,-0.8645880408585072,-0.07899390533566475,-0.6098710335791111,-0.03672277447226879
13,2F872B49,C675E0C3,C4522186,3C9B545D,CD237085,CAB52109,21CB56B0,34605EDE,32F19DE7,0.24262506607919931,-0.5962211973965168,-0.7299484983086586,0.7879222519695759,-0.3394238855689764,-0.41538952104747295,0.07651790231466293,0.3867639862000942,0.34199423901736736,0.7561913570764172
14,398C7174,C8A2CB46,D6A3DF41,CF4B2016,1C459A11,297A5902,3046423E,C22CADD9,CFC20667,0.5967878848314285,-0.4801276810467243,-0.146248041652143,-0.2720794267952442,0.033374079037457705,0.1480925101786852,0.25857650861144066,-0.864092018455267,-0.2575653064996004,-0.1114660208771367
15,35591C75,C12166B1,37C25DAC,33E5CF0B,D36DE625,DAFCE354,C8EAF552,372EA144,E2FBD9A2,0.41712782718241215,-0.9293454252183437,0.49247630685567856,0.3718028273433447,-0.19641729723662138,-0.10165747068822384,-0.471318569034338,0.47444213181734085,-0.03918914403766394,-0.08235966134169193
16,C8F7E1AC,C0F07505,CE15A6A1,3D78C444,3345F550,3009DEEE,3DE25A30,C0FAB750,2D1D4ABE,-0.46974102407693863,-0.941294651478529,-0.30985706858336926,0.8419840484857559,0.3522898256778717,0.2512049339711666,0.8677617907524109,-0.9387900233268738,0.2049128394573927,-1.2563583540304886
17,C603B153,D2CF11E8,C5D19871,CE582472,3CD8178D,366CD3BB,3B14D246,C26A5CD2,CB410493,-0.6240984685719013,-0.20611145347356796,-0.6363292299211025,-0.3017404340207577,0.8027568347752094,0.45078455470502377,0.6925833448767662,-0.849032573401928,-0.39831324853003025,-1.1767479888281083
18,3917D80B,C14B6072,C61234E5,C29E9225,3A296BB1,C76E8F79,D64F3173,C0718261,C3A32818,0.568321269005537,-0.919097475707531,-0.6205550245940685,-0.8362864069640636,0.6351124681532383,-0.5355077050626278,-0.15141643304377794,-0.9722877703607082,-0.7726668417453766,0.9875381364031899
19,1B2A8482,39526A80,CDD36203,CC7034A7,C14E5545,C3300DFE,C4C0A24A,C699A9F9,28F0CE59,0.027992517221719027,0.5826210975646973,-0.31794642843306065,-0.3613030184060335,-0.9183757118880749,-0.8007679060101509,-0.7029702290892601,-0.587484385818243,0.13969763461500406,0.08321246588599684
20,CEF81C29,3F498A53,CA2EDB88,3B66A44F,C2EFD088,1F111AA7,24AA5970,32112360,D47F5850,-0.2822131346911192,0.9554541818797588,-0.4317800849676132,0.7125590406358242,-0.8164515197277069,0.0552094760350883,0.0989486500620842,0.31459206342697144,-0.1797274798154831,0.28487735002324643
21,1E242760,38E3D702,C4D9EC26,2018360A,2B46405C,3903A99C,C53D1F42,D5112A57,C0C94589,0.04797832667827606,0.5556249693036079,-0.6967962756752968,0.06323886383324862,0.17616280540823936,0.5633941739797592,-0.6725776121020317,-0.17082730773836374,-0.9508614204823971,-0.1715269028704105
22,32675158,3BC6E5D2,CEA03205,3A1ED97E,321D23AD,C08B946D,E061A5CE,C176B1AD,CC0BD48B,0.3251120299100876,0.7360590174794197,-0.2929448988288641,0.6325316354632378,0.3160570506006479,-0.9659229032695293,-0.059520029462873936,-0.9085219614207745,-0.3735558781772852,-1.53901098513301
23,399ED5D9,C403C502,285E075A,C1D0A3FE,C383B0DA,3E782140,C315C4EE,C59257B8,3E151874,0.6012781597673893,-0.7490796968340874,0.13073905743658543,-0.88656235486269,-0.7803489193320274,0.9043285846710205,-0.8071852400898933,-0.6517718136310577,0.8801502734422684,0.20583504566586885
24,CBC4368F,C6ED7D8A,C3162A2E,F2F872F0,C1E26FC6,C70AAD6C,C71B9821,37B07936,C5302BFA,-0.3822982031852007,-0.567018948495388,-0.8070886805653572,-0.001479246187955141,-0.8822176232933998,-0.5598932057619095,-0.5557631216943264,0.49029217287898064,-0.6757393106818199,0.4268258200898374
25,2B4818C9,C7BBEF78,3FCD61FF,3FB34EEE,3D90359D,3CCD7C01,25BEE3B2,3DC991BA,30F37742,0.17627544049173594,-0.5166173279285431,0.9876422844827175,0.9812764450907707,0.8477073796093464,0.8001670874655247,0.10738798324018717,0.8617112413048744,0.279719952493906,0.9674076182755673
26,C519BABF,36DECCAC,3B2D5ADF,C0766307,C63CC700,3918FCB0,3893DD20,278236DA,C3E9F698,-0.6812183894217014,0.4646972045302391,0.6985729895532131,-0.9710969664156437,-0.6101617813110352,0.5686003565788269,0.5360995531082153,0.12116132397204638,-0.7553800642490387,0.1813456312562094
27,C8F9E8A5,C78AFAD5,3F60F165,C735DC3A,CFB014CE,34191D4C,32715113,27EBD888,31A4AFAC,-0.46949355863034725,-0.5285693816840649,0.961167711764574,-0.5493505224585533,-0.2597557045519352,0.37806572765111923,0.3263326045125723,0.12438494339585304,0.3013532981276512,0.46880238944481756
28,3BAE21A3,3D3F1F9E,C37865AE,C0F6CF9E,3D3C2202,3D20E4CF,CF8CFA12,D3294698,33D59041,0.7300125472247601,0.8279110118746758,-0.783106155693531,-0.9397434070706367,0.8271808698773384,0.8205307088792324,-0.26404091343283653,-0.20060572773218155,0.36981976218521595,2.0482885602035363
29,D5F402F7,C38D8A45,C7F99EFA,CB70252B,28791E62,C57A8F8D,36A1ED5D,3F0882F0,D1429614,-0.15698171500116587,-0.7779443077743053,-0.5015573725104332,-0.39256040193140507,0.13239249773323536,-0.6575779430568218,0.457266503944993,0.9395779967308044,-0.23031089827418327,-0.33772158420087506
30,2900130E,30B84276,39891071,30436508,1C3AAC17,361CB622,C0C299E3,3E12C8C2,3CC19955,0.14062954299151897,0.272492628544569,0.5959629453718662,0.2582268863916397,0.03304053423926234,0.44100481644272804,-0.9524899609386921,0.8795859888195992,0.7972653694450855,0.5815664349570826
31,3467824D,C673A9DB,3009E63A,C0E66427,D2E7D0D6,C6E44E80,27AD43C0,C807002A,C2F3F6F4,0.3876353744417429,-0.596761841326952,0.2512084133923054,-0.9437521435320377,-0.2046010885387659,-0.5692610740661621,0.12247511744499207,-0.49914542958140373,-0.8154383152723312,-0.053199299048700355
32,396755C1,C814D567,27492C20,C08790C5,281F89F9,39418858,391EA915,CD0454B2,C41BE2BB,0.5877282656729221,-0.49745683558285236,0.11942054331302643,-0.9669029526412487,0.126924985088408,0.5784991681575775,0.5699854679405689,-0.3432213328778744,-0.7431919761002064,-0.5564432458915418
33,2E03536A,CB9DD194,CA4AD110,C6B941C6,D2585E5F,33A94175,D365C66D,315F647D,3694AC55,0.21895299293100834,-0.38698502629995346,-0.42836710810661316,-0.5797712579369545,-0.21335640642791986,0.36441109515726566,-0.19691314082592726,0.29289459623396397,0.4556485805660486,0.1824511637565127
34,39EE569E,290FAE79,3FB0ACCD,103F2448,2184DC02,3221FD8C,3F14EDFF,34ECB2F4,3D56B3AF,0.6206880733370781,0.1415821248665452,0.9806335456669331,0.004147116560488939,0.07436704728752375,0.3166492208838463,0.9426097832620144,0.40389392524957657,0.833667453378439,1.8506878313358224
35,C513C3D0,D60408A1,35065E99,36E4D0BF,3A8F83CC,C90C000D,CC24501F,D4D41BCC,D2391608,-0.6826745867729187,-0.15600380208343267,0.4070275295525789,0.46543156914412975,0.6600378006696701,-0.46728513203561306,-0.3705672640353441,-0.17455391958355904,-0.21526574343442917,-0.8250325017118862
36,C2F762A0,D1E3ACDB,311CE419,37537B33,C75B242C,2F725CC0,38090BDE,C4FA0A5B,C07554E1,-0.8146032094955444,-0.2204788075760007,0.28477673418819904,0.4789405819028616,-0.5402487069368362,0.24135512113571167,0.5022085830569267,-0.6889549680054188,-0.9713546000421047,-0.7714311318730511
37,C51FBE4F,33739832,3D39EB45,D191CFD3,CBF7C603,3025157D,CC3C69FB,C1413665,C7D95D13,-0.6797501482069492,0.35786065831780434,0.8266403861343861,-0.22547535318881273,-0.37600421346724033,0.2545268479734659,-0.3676252458244562,-0.9215789847075939,-0.5094327218830585,-0.25885918476966924
38,2CDE8E3E,DD326AE1,CE3397B5,D2326A88,C463471E,388E9227,CFF02637,342889C7,28AD690D,0.20108371786773205,-0.08439888013526797,-0.3062020745128393,-0.2156728431582451,-0.7257622554898262,0.534807350486517,-0.2519349027425051,0.3799485098570585,0.13558412808924913,-0.06029357151455261
39,3CCDB715,397C7B7E,C43BB5D6,DB908496,C05B5006,3829B3D1,C7625E42,3F403666,C736B3FA,0.8002234287559986,0.5928912088274956,-0.7354222908616066,-0.0971521632745862,-0.9777068868279457,0.5101812519133091,-0.5384843274950981,0.9531768783926964,-0.5491447672247887,-0.7256365633522446
40,183469D6,E7B17113,3A797F28,2C2E9644,3C31F50E,CC74FBB7,C31E9729,C5F15DD6,C17B285F,0.016424765344709158,-0.01682370458729565,0.6546622812747955,0.1903434433043003,0.7621965929865837,-0.3607198167592287,-0.8050316236913204,-0.6285726204514503,-0.9074322022497654,-1.535513174635132
41,35458570,33E865F8,38262FF4,38FCF1EE,C4014CDD,C20D887D,322E5B6A,C0096470,CD926952,0.41473647952079773,0.3721189349889755,0.5093230754137039,0.5617541596293449,-0.7496825568377972,-0.8716960065066814,0.3181588239967823,-0.997706949710846,-0.32587751373648643,-1.3595932060760791
42,2B3886A4,31C16754,2ECBE504,3E616B92,3F301A72,CBDFD8A3,CC28D4D3,C0AF8152,C3DFBBF6,0.17532506957650185,0.30485884100198746,0.23119473829865456,0.898784227669239,0.9492439702153206,-0.3789250198751688,-0.37001570500433445,-0.9571520611643791,-0.7578773871064186,-1.652788624509658
43,D82C316E,3111E113,C78AB1ED,C32E8F95,33D61DFA,3305A2F0,0B261884,C482AA52,C64D1873,-0.12365133408457041,0.28343251906335354,-0.5286389105021954,-0.8011326007544994,0.3698873408138752,0.3444380462169647,0.0007687528268434107,-0.7180992886424065,-0.6061778552830219,0.02059638271810138
44,C9288D7A,3B4A1991,3DA30651,C1825A1C,3DF9F043,3D34BB31,395F27DB,C777047F,3EF19588,-0.46379972621798515,0.7055907882750034,0.8523009456694126,-0.9056757837533951,0.8735201470553875,0.8253738321363926,0.5857313685119152,-0.5334429778158665,0.9339804947376251,2.093564048838194
45,39E09277,C475B8EC,C1252501,D0623307,2A2EEA57,C0C9F221,3E8C4141,330F27CC,1C453CA5,0.6173271797597408,-0.7212591916322708,-0.9284315072000027,-0.2440063888207078,0.15911348816007376,-0.9506968222558498,0.9092419184744358,0.34560003131628036,0.03336294228211045,-0.1112106156991248
46,E7DECEB4,C35A1A5D,37DB9C49,37754599,C0B7BAA4,39D2C567,CEAD4F81,3DDC33ED,CDE46ED0,-0.016131478361785412,-0.7905022017657757,0.4955579210072756,0.48306541331112385,-0.9551442712545395,0.6139577887952328,-0.2913439255207777,0.8662604577839375,-0.3158651292324066,-0.5117095478768534
47,C6C79129,C6442E46,CD37FD03,C2437509,C533365D,E0F7191E,255CAEC5,26BA5D57,C4395F5E,-0.5762775801122189,-0.6083543077111244,-0.33691548742353916,-0.8585309647023678,-0.6749969832599163,-0.05495916400104761,0.10439095133915544,0.11506239650771022,-0.7359930351376534,-0.44752832140111076
48,C0C99972,C4B1F418,3CC88279,C45CE94F,33C11F21,26351C58,2CCF2D74,3DFB1D87,C85CCDD2,-0.9507813975214958,-0.7065543234348297,0.7989525534212589,-0.7273165620863438,0.3673244137316942,0.1109958104789257,0.20014511421322823,0.8738074563443661,-0.488671388477087,-1.3919693627040584
49,34F68F90,1C7D7572,CF96225E,D3571C09,C679BE9E,C33A098C,3D7BBA38,30FAFFE4,C56F6932,0.40509775280952454,0.035078697837889194,-0.26292306557297707,-0.19780825730413198,-0.5952771976590157,-0.7983307391405106,0.8427068889141083,0.2806395962834358,-0.6603000685572624,-1.2065298344848148
50,39B31A56,C5E94590,32628157,2B1731B2,397F3134,D4C4C012,3E911063,36058700,DAFDD734,0.6062262877821922,-0.630548894405365,0.3245245646685362,0.17329065687954426,0.5935527831315994,-0.17549131624400616,0.910416018217802,0.4381747245788574,-0.10162839852273464,0.7402387050630017
51,C3DFCA06,C884BF82,C43C32AA,1D6AE787,39C98F14,377FDC41,30C5D571,D6A31182,C9D25BC2,-0.7578639760613441,-0.4837954007089138,-0.735303245484829,0.04232496349141002,0.6117087155580521,0.4843579549342394,0.27414962835609913,-0.14629709534347057,-0.44307148084044456,-1.348768761796619
52,39B960C4,32F522BB,327881F3,26E73ADF,394D07DF,2B60564D,C8DA80D2,CFE815C3,CBD2C1F8,0.6077582985162735,0.3424237873405218,0.32721040211617947,0.11643157852813601,0.5813063345849514,0.17775495070964098,-0.47332724556326866,-0.25291931070387363,-0.3805227428674698,-0.15068686354166597
53,CAAAB9E8,3CBFDD00,358A29C6,2E8B5177,DB6E8D8D,E484A7FF,C35D5076,E17C5847,2B3D9B41,-0.4166593998670578,0.7968416213989258,0.4231156222522259,0.2272533094510436,-0.09818869223818183,-0.029225826496258378,-0.7897181883454323,-0.05089279683306813,0.1756351599469781,-0.1524496126165445
