test_id,A0_hex,A1_hex,A2_hex,A3_hex,B0_hex,B1_hex,B2_hex,B3_hex,C0_hex,A0_real,A1_real,A2_real,A3_real,B0_real,B1_real,B2_real,B3_real,C0_real,reference_real
0,B156,BBD6,3934,B672,B436,B8E7,3039,B96A,BA03,-0.166748046875,-0.9794921875,0.650390625,-0.40283203125,-0.26318359375,-0.61279296875,0.1319580078125,-0.6767578125,-0.75146484375,0.251090407371521
1,B04B,2FF2,B936,2ED0,B4A5,3B54,BA8A,3BA9,B1A0,-0.1341552734375,0.1241455078125,-0.6513671875,0.1064453125,-0.290283203125,0.916015625,-0.8173828125,0.95751953125,-0.17578125,0.6112208068370819
2,2008,B9A1,3702,B8F6,B512,BBA0,B523,3B7B,3BA9,0.00787353515625,-0.70361328125,0.43798828125,-0.6201171875,-0.31689453125,-0.953125,-0.321044921875,0.93505859375,0.95751953125,0.9051960408687592
3,37D3,BBF2,3B0B,39EF,3855,B923,BA68,B178,3A2B,0.489013671875,-0.9931640625,0.88037109375,0.74169921875,0.54150390625,-0.64208984375,-0.80078125,-0.1708984375,0.77099609375,0.8417595624923706
4,30FF,3792,B847,2A0A,36B3,3933,38EA,B848,39F9,0.1561279296875,0.47314453125,-0.53466796875,0.04718017578125,0.418701171875,0.64990234375,0.6142578125,-0.53515625,0.74658203125,0.765777975320816
5,B88A,38D5,2F0D,B907,31AC,28AB,3B57,BB56,B960,-0.5673828125,0.60400390625,0.11016845703125,-0.62841796875,0.17724609375,0.036468505859375,0.91748046875,-0.9169921875,-0.671875,-0.07308249175548553
6,3BBC,3951,B998,B856,2D02,B97D,B5A4,BB36,36C6,0.966796875,0.66455078125,-0.69921875,-0.5419921875,0.0782470703125,-0.68603515625,-0.3525390625,-0.9013671875,0.42333984375,0.7781195640563965
7,BABE,3BEA,3ABB,389F,385C,B43B,35B8,382E,A8EC,-0.8427734375,0.9892578125,0.84130859375,0.57763671875,0.544921875,-0.264404296875,0.357421875,0.5224609375,-0.0384521484375,-0.1567671298980713
8,BB04,3409,B593,330C,B111,3B3E,B8C6,384D,365B,-0.876953125,0.252197265625,-0.348388671875,0.22021484375,-0.1583251953125,0.9052734375,-0.5966796875,0.53759765625,0.397216796875,1.0906314849853516
9,2F3D,BAB8,B95C,3B7A,B84F,B962,B6C6,2CC0,2905,0.11309814453125,-0.83984375,-0.669921875,0.9345703125,-0.53857421875,-0.6728515625,-0.42333984375,0.07421875,0.039215087890625,0.8963607847690582
10,BBF2,BBF3,A007,B90B,32E1,38C7,BA77,214B,B202,-0.9931640625,-0.99365234375,-0.00786590576171875,-0.63037109375,0.2149658203125,0.59716796875,-0.80810546875,0.01033782958984375,-0.187744140625,-0.9947780072689056
