row,vector_id,target,operand_index,width_bits,bit,stuck_at,original,faulty,activated
0,0,A0,0,16,0,0,21D9,21D8,True
1,0,A0,0,16,0,1,21D9,21D9,False
2,0,A0,0,16,1,0,21D9,21D9,False
3,0,A0,0,16,1,1,21D9,21DB,True
4,0,A0,0,16,2,0,21D9,21D9,False
5,0,A0,0,16,2,1,21D9,21DD,True
6,0,A0,0,16,3,0,21D9,21D1,True
7,0,A0,0,16,3,1,21D9,21D9,False
8,0,A0,0,16,4,0,21D9,21C9,True
9,0,A0,0,16,4,1,21D9,21D9,False
10,0,A0,0,16,5,0,21D9,21D9,False
11,0,A0,0,16,5,1,21D9,21F9,True
12,0,A0,0,16,6,0,21D9,2199,True
13,0,A0,0,16,6,1,21D9,21D9,False
14,0,A0,0,16,7,0,21D9,2159,True
15,0,A0,0,16,7,1,21D9,21D9,False
16,0,A0,0,16,8,0,21D9,20D9,True
17,0,A0,0,16,8,1,21D9,21D9,False
18,0,A0,0,16,9,0,21D9,21D9,False
19,0,A0,0,16,9,1,21D9,23D9,True
20,0,A0,0,16,10,0,21D9,21D9,False
21,0,A0,0,16,10,1,21D9,25D9,True
22,0,A0,0,16,11,0,21D9,21D9,False
23,0,A0,0,16,11,1,21D9,29D9,True
24,0,A0,0,16,12,0,21D9,21D9,False
25,0,A0,0,16,12,1,21D9,31D9,True
26,0,A0,0,16,13,0,21D9,01D9,True
27,0,A0,0,16,13,1,21D9,21D9,False
28,0,A0,0,16,14,0,21D9,21D9,False
29,0,A0,0,16,14,1,21D9,61D9,True
30,0,A0,0,16,15,0,21D9,21D9,False
31,0,A0,0,16,15,1,21D9,A1D9,True
32,0,A1,1,16,0,0,C19A,C19A,False
33,0,A1,1,16,0,1,C19A,C19B,True
34,0,A1,1,16,1,0,C19A,C198,True
35,0,A1,1,16,1,1,C19A,C19A,False
36,0,A1,1,16,2,0,C19A,C19A,False
37,0,A1,1,16,2,1,C19A,C19E,True
38,0,A1,1,16,3,0,C19A,C192,True
39,0,A1,1,16,3,1,C19A,C19A,False
40,0,A1,1,16,4,0,C19A,C18A,True
41,0,A1,1,16,4,1,C19A,C19A,False
42,0,A1,1,16,5,0,C19A,C19A,False
43,0,A1,1,16,5,1,C19A,C1BA,True
44,0,A1,1,16,6,0,C19A,C19A,False
45,0,A1,1,16,6,1,C19A,C1DA,True
46,0,A1,1,16,7,0,C19A,C11A,True
47,0,A1,1,16,7,1,C19A,C19A,False
48,0,A1,1,16,8,0,C19A,C09A,True
49,0,A1,1,16,8,1,C19A,C19A,False
50,0,A1,1,16,9,0,C19A,C19A,False
51,0,A1,1,16,9,1,C19A,C39A,True
52,0,A1,1,16,10,0,C19A,C19A,False
53,0,A1,1,16,10,1,C19A,C59A,True
54,0,A1,1,16,11,0,C19A,C19A,False
55,0,A1,1,16,11,1,C19A,C99A,True
56,0,A1,1,16,12,0,C19A,C19A,False
57,0,A1,1,16,12,1,C19A,D19A,True
58,0,A1,1,16,13,0,C19A,C19A,False
59,0,A1,1,16,13,1,C19A,E19A,True
