#FULL_A_16x16
17.5331879 -3.91177988 22.9502678 12.6315536 -25.9726505 30.4398308 16.7129402 18.308115 -23.8007278 -3.17529988 -8.26892662 27.3129597 9.2073679 20.656744 -3.62149119 -17.4567223
3.49342632 -27.9156952 20.9683952 8.4265213 16.5176163 -9.31033802 30.1246738 25.1597519 17.8165436 -19.5431232 -2.12985587 -29.1965599 -22.125473 11.7151327 15.6647778 29.9206238
-11.1471767 -8.29057884 -1.94842803 -19.8738327 -23.6850243 -1.55488467 -17.4778023 10.8680954 -4.02227736 21.2914047 12.8169661 -12.0085354 21.2646275 19.5049191 -7.20138359 -13.5470009
11.6797123 -23.0558414 -19.2058754 -31.5288143 18.3631611 10.5504551 13.1305838 17.9666576 -2.62939048 4.39943647 -23.0529919 -24.6700745 10.7777891 -1.84984279 4.17511082 16.9599266
8.62197208 3.42908168 3.78925824 -12.5471935 -30.0276585 -4.05008698 -18.2665806 -5.85416698 22.6177959 -17.0278721 -28.2686253 -13.9914312 -13.2099991 10.3626566 3.65005779 18.1694851
10.5160666 -5.99124098 20.0973053 -21.3137341 -30.5464268 -26.2369366 14.230998 -2.43985724 -21.678606 0.0668656081 -22.2520256 12.5645037 -3.44599843 -7.61464167 -12.7032261 8.33808613
-8.84399319 -26.3904057 -24.4476223 29.561451 26.1491642 12.7812567 -14.9843225 30.0272884 17.8400574 13.8809719 -3.2408638 -14.57654 -25.8309784 25.7665539 -2.8303175 -19.0487442
-12.4187765 5.07005262 -20.6865425 22.8233147 16.5452499 14.0456295 -4.34604549 8.14776611 5.38226986 9.5901823 -26.5955639 -5.38832617 -29.3366928 -0.384587556 -10.8888826 -22.750452
-25.3822098 5.60925245 -21.0820503 27.2076874 5.18791294 -9.80033207 5.81859159 -30.5405521 29.3477898 -1.13258004 18.0950546 -26.7052803 -0.853866816 -0.594752371 28.0208931 4.59059525
-1.69667828 -14.913558 -10.7795839 1.32303381 -3.90966654 -30.616827 20.8826828 25.35429 -23.0240574 3.45831323 -25.0511532 11.023366 -14.0010376 10.2030487 14.5276556 17.1934395
-25.1045799 26.6247578 -17.266304 -29.6055965 3.51055813 -8.26097393 21.1065445 19.7280941 -11.7031107 28.9855614 -13.381258 0.963656247 -15.6182346 27.9067879 -21.4650993 -29.125721
-4.15378809 31.5120354 25.0673447 15.9109135 25.0107193 25.1805859 1.20693505 -11.7805405 17.4087963 10.3463211 -8.08590508 -25.954134 15.7945347 -15.202527 27.9560413 -16.5778828
-24.1434917 21.1912117 -22.1898041 -20.5268288 6.36049843 23.9719715 -19.4281807 -12.1392851 17.7539101 30.1968918 0.047435917 -22.7905598 -31.108078 -17.3020134 -23.5633774 11.3701553
