row,vector_id,target,operand_index,width_bits,bit,stuck_at,original,faulty,activated
0,0,A0,0,16,0,0,011E,011E,False
1,0,A0,0,16,0,1,011E,011F,True
2,0,A0,0,16,1,0,011E,011C,True
3,0,A0,0,16,1,1,011E,011E,False
4,0,A0,0,16,2,0,011E,011A,True
5,0,A0,0,16,2,1,011E,011E,False
6,0,A0,0,16,3,0,011E,0116,True
7,0,A0,0,16,3,1,011E,011E,False
8,0,A0,0,16,4,0,011E,010E,True
9,0,A0,0,16,4,1,011E,011E,False
10,0,A0,0,16,5,0,011E,011E,False
11,0,A0,0,16,5,1,011E,013E,True
12,0,A0,0,16,6,0,011E,011E,False
13,0,A0,0,16,6,1,011E,015E,True
14,0,A0,0,16,7,0,011E,011E,False
15,0,A0,0,16,7,1,011E,019E,True
16,0,A0,0,16,8,0,011E,001E,True
17,0,A0,0,16,8,1,011E,011E,False
18,0,A0,0,16,9,0,011E,011E,False
19,0,A0,0,16,9,1,011E,031E,True
20,0,A0,0,16,10,0,011E,011E,False
21,0,A0,0,16,10,1,011E,051E,True
22,0,A0,0,16,11,0,011E,011E,False
23,0,A0,0,16,11,1,011E,091E,True
24,0,A0,0,16,12,0,011E,011E,False
25,0,A0,0,16,12,1,011E,111E,True
26,0,A0,0,16,13,0,011E,011E,False
27,0,A0,0,16,13,1,011E,211E,True
28,0,A0,0,16,14,0,011E,011E,False
29,0,A0,0,16,14,1,011E,411E,True
30,0,A0,0,16,15,0,011E,011E,False
31,0,A0,0,16,15,1,011E,811E,True
32,0,A1,1,16,0,0,FC33,FC32,True
33,0,A1,1,16,0,1,FC33,FC33,False
34,0,A1,1,16,1,0,FC33,FC31,True
35,0,A1,1,16,1,1,FC33,FC33,False
36,0,A1,1,16,2,0,FC33,FC33,False
37,0,A1,1,16,2,1,FC33,FC37,True
38,0,A1,1,16,3,0,FC33,FC33,False
39,0,A1,1,16,3,1,FC33,FC3B,True
40,0,A1,1,16,4,0,FC33,FC23,True
41,0,A1,1,16,4,1,FC33,FC33,False
42,0,A1,1,16,5,0,FC33,FC13,True
43,0,A1,1,16,5,1,FC33,FC33,False
44,0,A1,1,16,6,0,FC33,FC33,False
45,0,A1,1,16,6,1,FC33,FC73,True
46,0,A1,1,16,7,0,FC33,FC33,False
47,0,A1,1,16,7,1,FC33,FCB3,True
48,0,A1,1,16,8,0,FC33,FC33,False
49,0,A1,1,16,8,1,FC33,FD33,True
50,0,A1,1,16,9,0,FC33,FC33,False
51,0,A1,1,16,9,1,FC33,FE33,True
52,0,A1,1,16,10,0,FC33,F833,True
53,0,A1,1,16,10,1,FC33,FC33,False
54,0,A1,1,16,11,0,FC33,F433,True
55,0,A1,1,16,11,1,FC33,FC33,False
56,0,A1,1,16,12,0,FC33,EC33,True
57,0,A1,1,16,12,1,FC33,FC33,False
58,0,A1,1,16,13,0,FC33,DC33,True
59,0,A1,1,16,13,1,FC33,FC33,False
60,0,A1,1,16,14,0,FC33,BC33,True
61,0,A1,1,16,14,1,FC33,FC33,False
62,0,A1,1,16,15,0,FC33,7C33,True
63,0,A1,1,16,15,1,FC33,FC33,False
64,0,A2,2,16,0,0,FE33,FE32,True
65,0,A2,2,16,0,1,FE33,FE33,False
66,0,A2,2,16,1,0,FE33,FE31,True
67,0,A2,2,16,1,1,FE33,FE33,False
68,0,A2,2,16,2,0,FE33,FE33,False
69,0,A2,2,16,2,1,FE33,FE37,True
70,0,A2,2,16,3,0,FE33,FE33,False
71,0,A2,2,16,3,1,FE33,FE3B,True
72,0,A2,2,16,4,0,FE33,FE23,True
73,0,A2,2,16,4,1,FE33,FE33,False
74,0,A2,2,16,5,0,FE33,FE13,True
75,0,A2,2,16,5,1,FE33,FE33,False
76,0,A2,2,16,6,0,FE33,FE33,False
77,0,A2,2,16,6,1,FE33,FE73,True
78,0,A2,2,16,7,0,FE33,FE33,False
79,0,A2,2,16,7,1,FE33,FEB3,True
80,0,A2,2,16,8,0,FE33,FE33,False
81,0,A2,2,16,8,1,FE33,FF33,True
82,0,A2,2,16,9,0,FE33,FC33,True
83,0,A2,2,16,9,1,FE33,FE33,False
84,0,A2,2,16,10,0,FE33,FA33,True
85,0,A2,2,16,10,1,FE33,FE33,False
86,0,A2,2,16,11,0,FE33,F633,True
87,0,A2,2,16,11,1,FE33,FE33,False
88,0,A2,2,16,12,0,FE33,EE33,True
89,0,A2,2,16,12,1,FE33,FE33,False
