row,vector_id,target,operand_index,width_bits,bit,stuck_at,original,faulty,activated
0,0,A0,0,32,0,0,30EC5E61,30EC5E60,True
1,0,A0,0,32,0,1,30EC5E61,30EC5E61,False
2,0,A0,0,32,1,0,30EC5E61,30EC5E61,False
3,0,A0,0,32,1,1,30EC5E61,30EC5E63,True
4,0,A0,0,32,2,0,30EC5E61,30EC5E61,False
5,0,A0,0,32,2,1,30EC5E61,30EC5E65,True
6,0,A0,0,32,3,0,30EC5E61,30EC5E61,False
7,0,A0,0,32,3,1,30EC5E61,30EC5E69,True
8,0,A0,0,32,4,0,30EC5E61,30EC5E61,False
9,0,A0,0,32,4,1,30EC5E61,30EC5E71,True
10,0,A0,0,32,5,0,30EC5E61,30EC5E41,True
11,0,A0,0,32,5,1,30EC5E61,30EC5E61,False
12,0,A0,0,32,6,0,30EC5E61,30EC5E21,True
13,0,A0,0,32,6,1,30EC5E61,30EC5E61,False
14,0,A0,0,32,7,0,30EC5E61,30EC5E61,False
15,0,A0,0,32,7,1,30EC5E61,30EC5EE1,True
16,0,A0,0,32,8,0,30EC5E61,30EC5E61,False
17,0,A0,0,32,8,1,30EC5E61,30EC5F61,True
18,0,A0,0,32,9,0,30EC5E61,30EC5C61,True
19,0,A0,0,32,9,1,30EC5E61,30EC5E61,False
20,0,A0,0,32,10,0,30EC5E61,30EC5A61,True
21,0,A0,0,32,10,1,30EC5E61,30EC5E61,False
22,0,A0,0,32,11,0,30EC5E61,30EC5661,True
23,0,A0,0,32,11,1,30EC5E61,30EC5E61,False
24,0,A0,0,32,12,0,30EC5E61,30EC4E61,True
25,0,A0,0,32,12,1,30EC5E61,30EC5E61,False
26,0,A0,0,32,13,0,30EC5E61,30EC5E61,False
27,0,A0,0,32,13,1,30EC5E61,30EC7E61,True
28,0,A0,0,32,14,0,30EC5E61,30EC1E61,True
29,0,A0,0,32,14,1,30EC5E61,30EC5E61,False
30,0,A0,0,32,15,0,30EC5E61,30EC5E61,False
31,0,A0,0,32,15,1,30EC5E61,30ECDE61,True
32,0,A0,0,32,16,0,30EC5E61,30EC5E61,False
33,0,A0,0,32,16,1,30EC5E61,30ED5E61,True
34,0,A0,0,32,17,0,30EC5E61,30EC5E61,False
35,0,A0,0,32,17,1,30EC5E61,30EE5E61,True
36,0,A0,0,32,18,0,30EC5E61,30E85E61,True
37,0,A0,0,32,18,1,30EC5E61,30EC5E61,False
38,0,A0,0,32,19,0,30EC5E61,30E45E61,True
39,0,A0,0,32,19,1,30EC5E61,30EC5E61,False
40,0,A0,0,32,20,0,30EC5E61,30EC5E61,False
41,0,A0,0,32,20,1,30EC5E61,30FC5E61,True
42,0,A0,0,32,21,0,30EC5E61,30CC5E61,True
43,0,A0,0,32,21,1,30EC5E61,30EC5E61,False
