test_id,reference_real,reference_rounded_posit16_hex,reference_rounded_posit16_real,hw_hex,hw_real,abs_error,rel_error,squared_error,exact_match_to_reference_rounded_posit16
0,0.25099313185712013,2010,0.2509765625,2010,0.2509765625,1.6569357120133077e-05,6.601518136187614e-05,2.745435953745047e-10,1
1,0.6111918757617156,338F,0.6112060546875,3390,0.611328125,0.0001362492382843694,0.00022292383732124194,1.8563854933070875e-08,0
2,0.905413268879161,3CF9,0.9053955078125,3CFB,0.9056396484375,0.00022637955833904044,0.0002500289824770104,5.1247704433779014e-08,0
3,0.8417795882589152,3AF0,0.841796875,3AEF,0.8416748046875,0.00010478357141519012,0.00012447863178996534,1.097959683852225e-08,0
4,0.7654382948371868,387E,0.765380859375,387E,0.765380859375,5.7435462186838926e-05,7.503604480496469e-05,3.2988323166158042e-09,1
5,-0.0730184190941866,EEA7,-0.073028564453125,EEA4,-0.0731201171875,0.00010169809331339597,0.0013927731464880853,1.0342502183580192e-08,0
6,0.7780821892252374,38E6,0.778076171875,38E6,0.778076171875,6.01735023741945e-06,7.733566351661548e-06,3.620850387977191e-11,1
7,-0.15682654334523616,E5F7,-0.15679931640625,E5F8,-0.15673828125,8.826209523615791e-05,0.0005628007437609509,7.790197455476609e-09,0
8,1.0906145462607344,4173,1.090576171875,4172,1.09033203125,0.00028251501073439655,0.00025904203433103245,7.98147312902562e-08,0
9,0.8965771444426727,3CB1,0.8966064453125,3CB1,0.8966064453125,2.9300869827331155e-05,3.2680812810084584e-05,8.585409726382053e-10,1
10,-0.9945715213646571,C02C,-0.99462890625,C02D,-0.9945068359375,6.468542715709624e-05,6.503848719531101e-05,4.184204486496004e-09,0
11,-0.8997485760719125,C335,-0.8997802734375,C336,-0.899658203125,9.037294691249809e-05,0.00010044244505175524,8.167269533649197e-09,0
12,-0.03672277498071064,F34D,-0.036712646484375,F34C,-0.0367431640625,2.0389081789362606e-05,0.0005552162602110645,4.1571465621331784e-10,0
13,0.756191357150785,3833,0.7562255859375,3833,0.7562255859375,3.422878671499596e-05,4.526471559257814e-05,1.171609839980684e-09,1
14,-0.11146602088579544,E9BB,-0.111480712890625,E9BC,-0.1114501953125,1.582557329543599e-05,0.00014197665952075543,2.504487701292168e-10,0
15,-0.08235966065865169,ED75,-0.082366943359375,ED75,-0.082366943359375,7.282700723310054e-06,8.842557952604949e-05,5.303772982530078e-11,1
16,-1.2563583539010545,BBE6,-1.25634765625,BBE5,-1.256591796875,0.00023344297394545244,0.00018580922650022623,5.449562208449719e-08,0
17,-1.1767479866301558,BD2C,-1.1767578125,BD2C,-1.1767578125,9.825869844215518e-06,8.350020527635476e-06,9.654771819546388e-11,1
18,0.9875381396379359,3F9A,0.987548828125,3F9A,0.987548828125,1.06884870640922e-05,1.0823366344120088e-05,1.1424375571926631e-10,1
19,0.08321246480432165,12A7,0.083221435546875,12A8,0.083251953125,3.9488320678349176e-05,0.0004745481433726062,1.559327469996139e-09,0
20,0.2848773489524206,223B,0.28485107421875,223A,0.2847900390625,8.730988992061706e-05,0.000306482387040183,7.623016877950269e-09,0
