test_id,reference_real,reference_rounded_fp32_hex,reference_rounded_fp32_real,hw_hex,hw_real,abs_error,rel_error,squared_error,exact_match_to_reference_rounded_fp32
0,0.25099313185712013,3E80822C,0.25099313259124756,3E80822B,0.25099310278892517,2.9068194962178495e-08,1.1581271067897507e-07,8.449599583592192e-16,0
1,0.6111918757617155,3F1C7712,0.6111918687820435,3F1C7712,0.6111918687820435,6.979672062534803e-09,1.1419772315913371e-08,4.871582210052883e-17,1
2,0.905413268879161,3F67C92A,0.9054132699966431,3F67C929,0.9054132103919983,5.848716266854126e-08,6.459720072464183e-08,3.4207481970164063e-15,0
3,0.8417795882589152,3F577EDE,0.8417795896530151,3F577EDD,0.8417795300483704,5.8210544828796174e-08,6.915176566492336e-08,3.388467529265289e-15,0
4,0.7654382948371868,3F43F3C4,0.7654383182525635,3F43F3C4,0.7654383182525635,2.3415376637636598e-08,3.059080894641832e-08,5.482798630823778e-16,1
5,-0.0730184190941866,BD958AAE,-0.07301841676235199,BD958AAD,-0.07301840931177139,9.78241521121248e-09,1.3397188452675378e-07,9.569564736456132e-17,0
6,0.7780821892252374,3F473065,0.7780821919441223,3F473065,0.7780821919441223,2.7188848950032707e-09,3.49434151385801e-09,7.392335072276946e-18,1
7,-0.15682654334523616,BE209723,-0.15682654082775116,BE209725,-0.15682657063007355,2.7284837389451866e-08,1.7398099076498382e-07,7.444623513688305e-16,0
8,1.0906145462607344,3F8B9942,1.0906145572662354,3F8B9942,1.0906145572662354,1.1005500955008074e-08,1.0091100465092253e-08,1.2112105127068363e-16,1
9,0.8965771444426726,3F658614,0.8965771198272705,3F658614,0.8965771198272705,2.4615402050010005e-08,2.7454862308933108e-08,6.059180180836367e-16,1
10,-0.9945715213646571,BF7E9C3D,-0.9945715069770813,BF7E9C3D,-0.9945715069770813,1.4387575797414343e-08,1.4466104737920779e-08,2.0700233732634296e-16,1
11,-0.8997485760719126,BF6655EC,-0.8997485637664795,BF6655EA,-0.8997484445571899,1.315147226677027e-07,1.4616830319628242e-07,1.7296122278362754e-14,0
12,-0.03672277498071064,BD166A9F,-0.03672277554869652,BD166AA5,-0.03672279790043831,2.291972767132222e-08,6.241284239374955e-07,5.253139165275735e-16,0
13,0.756191357150785,3F4195C2,0.7561913728713989,3F4195C1,0.7561913132667542,4.3884030853647005e-08,5.803297067424232e-08,1.9258081639638422e-15,0
14,-0.11146602088579544,BDE4484C,-0.11146602034568787,BDE4484D,-0.11146602779626846,6.910473027144093e-09,6.1996229633283e-08,4.775463745888604e-17,0
15,-0.08235966065865169,BDA8AC2F,-0.0823596641421318,BDA8AC31,-0.082359679043293,1.838464130932138e-08,2.2322385937842153e-07,3.379950360724062e-16,0
16,-1.2563583539010545,BFA0D05A,-1.2563583850860596,BFA0D05A,-1.2563583850860596,3.1185005022749124e-08,2.4821743673624765e-08,9.72504538268888e-16,1
17,-1.1767479866301558,BF969FAE,-1.1767480373382568,BF969FAD,-1.1767479181289673,6.850118849932585e-08,5.821228442930434e-08,4.692412825820172e-15,0
18,0.9875381396379357,3F7CCF4D,0.9875381588935852,3F7CCF4D,0.9875381588935852,1.9255649519323015e-08,1.9498638833719146e-08,3.7078003841100465e-16,1
19,0.08321246480432165,3DAA6B4C,0.0832124650478363,3DAA6B4B,0.0832124575972557,7.207065944037083e-09,8.661041300705207e-08,5.1941799521699134e-17,0
20,0.2848773489524206,3E91DB72,0.28487735986709595,3E91DB71,0.28487733006477356,1.8887647057486134e-08,6.630097874380562e-08,3.5674321136816463e-16,0
21,-0.17152690214297195,BE2FA4C0,-0.17152690887451172,BE2FA4BE,-0.17152687907218933,2.3070782617651275e-08,1.345024152445848e-07,5.322610105909202e-16,0
22,-1.5390109825196372,BFC4FE50,-1.539011001586914,BFC4FE4F,-1.5390108823776245,1.0014201268226941e-07,6.506906956461023e-08,1.0028422704055808e-14,0
23,0.20583504192733293,3E52C66C,0.20583504438400269,3E52C667,0.20583496987819672,7.204913621272624e-08,3.5003338371394576e-07,5.1910780289999795e-15,0
24,0.4268258192949741,3EDA88EA,0.4268258213996887,3EDA88EA,0.4268258213996887,2.1047146248065474e-09,4.931085538084576e-09,4.4298236518745654e-18,1
25,0.9674076180779614,3F77A807,0.9674076437950134,3F77A807,0.9674076437950134,2.5717052043461308e-08,2.6583470672430474e-08,6.613667658060974e-16,1
26,0.18134563223715205,3E39B2AB,0.1813456267118454,3E39B2AD,0.18134565651416779,2.427701573104457e-08,1.3387152164380042e-07,5.893734928053855e-16,0
27,0.4688023898047953,3EF006DE,0.46880239248275757,3EF006DE,0.46880239248275757,2.677962240849041e-09,5.712347673748246e-09,7.171481763413218e-18,1
28,2.0482885603968963,40031729,2.048288583755493,40031729,2.048288583755493,2.33585968345551e-08,1.140395805854079e-08,5.456240460792876e-16,1
29,-0.33772158351329606,BEACE9D8,-0.337721586227417,BEACE9D8,-0.337721586227417,2.714120928004604e-09,8.036563431243504e-09,7.366452411832574e-18,1
30,0.5815664380452509,3F14E18A,0.5815664529800415,3F14E189,0.5815663933753967,4.4669854148970956e-08,7.680954612703296e-08,1.9953958696903378e-15,0
31,-0.05319929959214187,BD59E782,-0.053199298679828644,BD59E781,-0.053199294954538345,4.637603523427458e-09,8.717414625722786e-08,2.1507366440506775e-17,0
32,-0.5564432427239194,BF0E7310,-0.5564432144165039,BF0E7310,-0.5564432144165039,2.8307415522732526e-08,5.087206268183099e-08,8.013097735766384e-16,1
33,0.18245116415690532,3E3AD47A,0.18245115876197815,3E3AD47A,0.18245115876197815,5.394927171664676e-09,2.9569157295292006e-08,2.9105239187565823e-17,1
34,1.8506878316971043,3FECE357,1.850687861442566,3FECE357,1.850687861442566,2.974546164935532e-08,1.6072652091778415e-08,8.847924887332681e-16,1
35,-0.8250325042099921,BF533555,-0.8250325322151184,BF533555,-0.8250325322151184,2.800512632905594e-08,3.394427029983768e-08,7.842871007063822e-16,1
36,-0.7714311317022587,BF457C83,-0.7714311480522156,BF457C83,-0.7714311480522156,1.634995683286178e-08,2.1194318145786473e-08,2.6732108843644354e-16,1
37,-0.2588591844114211,BE848931,-0.25885918736457825,BE848930,-0.25885915756225586,2.6849165224440696e-08,1.0372112268486345e-07,7.208776732493156e-16,0
38,-0.060293570919555034,BD76F664,-0.060293570160865784,BD76F661,-0.06029355898499489,1.1934560145698825e-08,1.9794084118225755e-07,1.4243372587130276e-16,0
