test_id,reference_int,reference_hex,hw_hex,hw_int,abs_error_int,rel_error,squared_error,exact_match
0,1108295,0010E947,0010E947,1108295,0,0.0,0,1
1,307289,0004B059,0004B059,307289,0,0.0,0,1
2,-3329,FFFFF2FF,FFFFF2FF,-3329,0,0.0,0,1
3,194050,0002F602,0002F602,194050,0,0.0,0,1
4,63335,0000F767,0000F767,63335,0,0.0,0,1
5,-870440,FFF2B7D8,FFF2B7D8,-870440,0,0.0,0,1
6,737198,000B3FAE,000B3FAE,737198,0,0.0,0,1
7,42385,0000A591,0000A591,42385,0,0.0,0,1
8,588619,0008FB4B,0008FB4B,588619,0,0.0,0,1
9,499903,0007A0BF,0007A0BF,499903,0,0.0,0,1
10,-531796,FFF7E2AC,FFF7E2AC,-531796,0,0.0,0,1
11,984223,000F049F,000F049F,984223,0,0.0,0,1
12,843174,000CDDA6,000CDDA6,843174,0,0.0,0,1
13,519986,0007EF32,0007EF32,519986,0,0.0,0,1
14,556778,00087EEA,00087EEA,556778,0,0.0,0,1
15,-191244,FFFD14F4,FFFD14F4,-191244,0,0.0,0,1
16,42931,0000A7B3,0000A7B3,42931,0,0.0,0,1
17,-1529963,FFE8A795,FFE8A795,-1529963,0,0.0,0,1
18,937855,000E4F7F,000E4F7F,937855,0,0.0,0,1
19,338470,00052A26,00052A26,338470,0,0.0,0,1
20,53902,0000D28E,0000D28E,53902,0,0.0,0,1
21,-1010019,FFF0969D,FFF0969D,-1010019,0,0.0,0,1
22,507676,0007BF1C,0007BF1C,507676,0,0.0,0,1
23,500758,0007A416,0007A416,500758,0,0.0,0,1
24,297390,000489AE,000489AE,297390,0,0.0,0,1
25,-468351,FFF8DA81,FFF8DA81,-468351,0,0.0,0,1
26,-608824,FFF6B5C8,FFF6B5C8,-608824,0,0.0,0,1
27,450120,0006DE48,0006DE48,450120,0,0.0,0,1
28,584467,0008EB13,0008EB13,584467,0,0.0,0,1
29,-310323,FFFB43CD,FFFB43CD,-310323,0,0.0,0,1
30,118195,0001CDB3,0001CDB3,118195,0,0.0,0,1
31,-1044113,FFF0116F,FFF0116F,-1044113,0,0.0,0,1
32,-358151,FFFA88F9,FFFA88F9,-358151,0,0.0,0,1
33,-518538,FFF81676,FFF81676,-518538,0,0.0,0,1
34,-629495,FFF66509,FFF66509,-629495,0,0.0,0,1
35,363279,00058B0F,00058B0F,363279,0,0.0,0,1
36,130853,0001FF25,0001FF25,130853,0,0.0,0,1
37,1058759,001027C7,001027C7,1058759,0,0.0,0,1
38,429650,00068E52,00068E52,429650,0,0.0,0,1
39,-446519,FFF92FC9,FFF92FC9,-446519,0,0.0,0,1
40,353097,00056349,00056349,353097,0,0.0,0,1
41,-528484,FFF7EF9C,FFF7EF9C,-528484,0,0.0,0,1
42,-1104335,FFEF2631,FFEF2631,-1104335,0,0.0,0,1
43,943273,000E64A9,000E64A9,943273,0,0.0,0,1
44,746191,000B62CF,000B62CF,746191,0,0.0,0,1
45,628982,000998F6,000998F6,628982,0,0.0,0,1
46,154507,00025B8B,00025B8B,154507,0,0.0,0,1
47,633733,0009AB85,0009AB85,633733,0,0.0,0,1
48,707270,000ACAC6,000ACAC6,707270,0,0.0,0,1
49,-528090,FFF7F126,FFF7F126,-528090,0,0.0,0,1
50,-1608311,FFE77589,FFE77589,-1608311,0,0.0,0,1
51,852622,000D028E,000D028E,852622,0,0.0,0,1
52,-349946,FFFAA906,FFFAA906,-349946,0,0.0,0,1
53,-627275,FFF66DB5,FFF66DB5,-627275,0,0.0,0,1
54,-1056121,FFEFE287,FFEFE287,-1056121,0,0.0,0,1
55,46090,0000B40A,0000B40A,46090,0,0.0,0,1
56,201451,000312EB,000312EB,201451,0,0.0,0,1
57,-692773,FFF56DDB,FFF56DDB,-692773,0,0.0,0,1
58,704860,000AC15C,000AC15C,704860,0,0.0,0,1
59,867416,000D3C58,000D3C58,867416,0,0.0,0,1
60,-242181,FFFC4DFB,FFFC4DFB,-242181,0,0.0,0,1
