test_id,reference_real,reference_rounded_fp16_hex,reference_rounded_fp16_real,hw_hex,hw_real,abs_error,rel_error,squared_error,exact_match_to_reference_rounded_fp16
0,0.25099313185712013,3404,0.2509765625,3405,0.251220703125,0.00022757126787986692,0.0009066832474500286,5.178868196445015e-08,0
1,0.6111918757617155,38E4,0.611328125,38E4,0.611328125,0.00013624923828448043,0.00022292383732142363,1.856385493310113e-08,1
2,0.905413268879161,3B3E,0.9052734375,3B3E,0.9052734375,0.00013983137916095956,0.00015443928642006884,1.9552814598056033e-08,1
3,0.8417795882589152,3ABC,0.841796875,3ABC,0.841796875,1.7286741084809876e-05,2.0535947088672823e-05,2.988314173332537e-10,1
4,0.7654382948371868,3A20,0.765625,3A1F,0.76513671875,0.0003015760871868389,0.0003939913762101306,9.094813636292387e-08,0
5,-0.0730184190941866,ACAC,-0.072998046875,ACAF,-0.07318115234375,0.00016273324956339597,0.0022286602693148702,2.6482110513462512e-08,0
6,0.7780821892252374,3A3A,0.7783203125,3A3A,0.7783203125,0.00023812327476258055,0.00030603871680919453,5.670269398365543e-08,1
7,-0.15682654334523616,B105,-0.1568603515625,B104,-0.15673828125,8.826209523615791e-05,0.0005628007437609509,7.790197455476609e-09,0
8,1.0906145462607344,3C5D,1.0908203125,3C5D,1.0908203125,0.00020576623926560345,0.00018866999341893124,4.233974522150957e-08,1
9,0.8965771444426726,3B2C,0.896484375,3B2C,0.896484375,9.276944267255782e-05,0.00010347067538758739,8.606169493776992e-09,1
10,-0.9945715213646571,BBF5,-0.99462890625,BBF5,-0.99462890625,5.738488534290376e-05,5.769809823648041e-05,3.2930250658182107e-09,1
11,-0.8997485760719126,BB33,-0.89990234375,BB33,-0.89990234375,0.0001537676780873909,0.0001709007184637111,2.364449882438747e-08,1
12,-0.03672277498071064,A8B3,-0.036712646484375,A8B0,-0.03662109375,0.0001016812307106374,0.00276888744829462,1.033907267882987e-08,0
13,0.756191357150785,3A0D,0.75634765625,3A0D,0.75634765625,0.00015629909921499596,0.00020669252264917098,2.442940841541915e-08,1
14,-0.11146602088579544,AF22,-0.1114501953125,AF25,-0.11163330078125,0.000167279895454564,0.0015007254598776224,2.7982563423289865e-08,0
15,-0.08235966065865169,AD45,-0.08233642578125,AD46,-0.0823974609375,3.7800278848310054e-05,0.00045896593728059784,1.4288610810099964e-09,0
16,-1.2563583539010545,BD07,-1.2568359375,BD06,-1.255859375,0.0004989789010545476,0.0003971628791301411,2.4897994369760395e-07,0
17,-1.1767479866301558,BCB5,-1.1767578125,BCB5,-1.1767578125,9.825869844215518e-06,8.350020527635476e-06,9.654771819546388e-11,1
18,0.9875381396379357,3BE6,0.9873046875,3BE7,0.98779296875,0.00025482911206431424,0.0002580448307117972,6.493787635548683e-08,0
