row,vector_id,target,operand_index,width_bits,bit,stuck_at,original,faulty,activated
0,0,A0,0,16,0,0,3476,3476,False
1,0,A0,0,16,0,1,3476,3477,True
2,0,A0,0,16,1,0,3476,3474,True
3,0,A0,0,16,1,1,3476,3476,False
4,0,A0,0,16,2,0,3476,3472,True
5,0,A0,0,16,2,1,3476,3476,False
6,0,A0,0,16,3,0,3476,3476,False
7,0,A0,0,16,3,1,3476,347E,True
8,0,A0,0,16,4,0,3476,3466,True
9,0,A0,0,16,4,1,3476,3476,False
10,0,A0,0,16,5,0,3476,3456,True
11,0,A0,0,16,5,1,3476,3476,False
12,0,A0,0,16,6,0,3476,3436,True
13,0,A0,0,16,6,1,3476,3476,False
14,0,A0,0,16,7,0,3476,3476,False
15,0,A0,0,16,7,1,3476,34F6,True
16,0,A0,0,16,8,0,3476,3476,False
17,0,A0,0,16,8,1,3476,3576,True
18,0,A0,0,16,9,0,3476,3476,False
19,0,A0,0,16,9,1,3476,3676,True
20,0,A0,0,16,10,0,3476,3076,True
21,0,A0,0,16,10,1,3476,3476,False
22,0,A0,0,16,11,0,3476,3476,False
23,0,A0,0,16,11,1,3476,3C76,True
24,0,A0,0,16,12,0,3476,2476,True
25,0,A0,0,16,12,1,3476,3476,False
26,0,A0,0,16,13,0,3476,1476,True
27,0,A0,0,16,13,1,3476,3476,False
28,0,A0,0,16,14,0,3476,3476,False
29,0,A0,0,16,14,1,3476,7476,True
30,0,A0,0,16,15,0,3476,3476,False
31,0,A0,0,16,15,1,3476,B476,True
32,0,A1,1,16,0,0,BB9A,BB9A,False
33,0,A1,1,16,0,1,BB9A,BB9B,True
34,0,A1,1,16,1,0,BB9A,BB98,True
35,0,A1,1,16,1,1,BB9A,BB9A,False
36,0,A1,1,16,2,0,BB9A,BB9A,False
37,0,A1,1,16,2,1,BB9A,BB9E,True
38,0,A1,1,16,3,0,BB9A,BB92,True
39,0,A1,1,16,3,1,BB9A,BB9A,False
40,0,A1,1,16,4,0,BB9A,BB8A,True
41,0,A1,1,16,4,1,BB9A,BB9A,False
42,0,A1,1,16,5,0,BB9A,BB9A,False
43,0,A1,1,16,5,1,BB9A,BBBA,True
44,0,A1,1,16,6,0,BB9A,BB9A,False
45,0,A1,1,16,6,1,BB9A,BBDA,True
46,0,A1,1,16,7,0,BB9A,BB1A,True
47,0,A1,1,16,7,1,BB9A,BB9A,False
48,0,A1,1,16,8,0,BB9A,BA9A,True
49,0,A1,1,16,8,1,BB9A,BB9A,False
50,0,A1,1,16,9,0,BB9A,B99A,True
51,0,A1,1,16,9,1,BB9A,BB9A,False
52,0,A1,1,16,10,0,BB9A,BB9A,False
53,0,A1,1,16,10,1,BB9A,BF9A,True
54,0,A1,1,16,11,0,BB9A,B39A,True
55,0,A1,1,16,11,1,BB9A,BB9A,False
56,0,A1,1,16,12,0,BB9A,AB9A,True
57,0,A1,1,16,12,1,BB9A,BB9A,False
58,0,A1,1,16,13,0,BB9A,9B9A,True
59,0,A1,1,16,13,1,BB9A,BB9A,False
60,0,A1,1,16,14,0,BB9A,BB9A,False
61,0,A1,1,16,14,1,BB9A,FB9A,True
62,0,A1,1,16,15,0,BB9A,3B9A,True
63,0,A1,1,16,15,1,BB9A,BB9A,False
64,0,A2,2,16,0,0,B733,B732,True
65,0,A2,2,16,0,1,B733,B733,False
66,0,A2,2,16,1,0,B733,B731,True
67,0,A2,2,16,1,1,B733,B733,False
68,0,A2,2,16,2,0,B733,B733,False
69,0,A2,2,16,2,1,B733,B737,True
70,0,A2,2,16,3,0,B733,B733,False
71,0,A2,2,16,3,1,B733,B73B,True
72,0,A2,2,16,4,0,B733,B723,True
73,0,A2,2,16,4,1,B733,B733,False
74,0,A2,2,16,5,0,B733,B713,True
75,0,A2,2,16,5,1,B733,B733,False
76,0,A2,2,16,6,0,B733,B733,False
77,0,A2,2,16,6,1,B733,B773,True
78,0,A2,2,16,7,0,B733,B733,False
79,0,A2,2,16,7,1,B733,B7B3,True
80,0,A2,2,16,8,0,B733,B633,True
81,0,A2,2,16,8,1,B733,B733,False
82,0,A2,2,16,9,0,B733,B533,True
83,0,A2,2,16,9,1,B733,B733,False
84,0,A2,2,16,10,0,B733,B333,True
85,0,A2,2,16,10,1,B733,B733,False
86,0,A2,2,16,11,0,B733,B733,False
87,0,A2,2,16,11,1,B733,BF33,True
88,0,A2,2,16,12,0,B733,A733,True
89,0,A2,2,16,12,1,B733,B733,False
90,0,A2,2,16,13,0,B733,9733,True
91,0,A2,2,16,13,1,B733,B733,False
92,0,A2,2,16,14,0,B733,B733,False
93,0,A2,2,16,14,1,B733,F733,True
94,0,A2,2,16,15,0,B733,3733,True
95,0,A2,2,16,15,1,B733,B733,False
96,0,A3,3,16,0,0,B86E,B86E,False
97,0,A3,3,16,0,1,B86E,B86F,True
98,0,A3,3,16,1,0,B86E,B86C,True
99,0,A3,3,16,1,1,B86E,B86E,False
100,0,A3,3,16,2,0,B86E,B86A,True
101,0,A3,3,16,2,1,B86E,B86E,False
102,0,A3,3,16,3,0,B86E,B866,True
103,0,A3,3,16,3,1,B86E,B86E,False
104,0,A3,3,16,4,0,B86E,B86E,False
105,0,A3,3,16,4,1,B86E,B87E,True
106,0,A3,3,16,5,0,B86E,B84E,True
107,0,A3,3,16,5,1,B86E,B86E,False
108,0,A3,3,16,6,0,B86E,B82E,True
109,0,A3,3,16,6,1,B86E,B86E,False
110,0,A3,3,16,7,0,B86E,B86E,False
111,0,A3,3,16,7,1,B86E,B8EE,True
112,0,A3,3,16,8,0,B86E,B86E,False
113,0,A3,3,16,8,1,B86E,B96E,True
114,0,A3,3,16,9,0,B86E,B86E,False
115,0,A3,3,16,9,1,B86E,BA6E,True
116,0,A3,3,16,10,0,B86E,B86E,False
117,0,A3,3,16,10,1,B86E,BC6E,True
118,0,A3,3,16,11,0,B86E,B06E,True
119,0,A3,3,16,11,1,B86E,B86E,False
120,0,A3,3,16,12,0,B86E,A86E,True
121,0,A3,3,16,12,1,B86E,B86E,False
122,0,A3,3,16,13,0,B86E,986E,True
123,0,A3,3,16,13,1,B86E,B86E,False
124,0,A3,3,16,14,0,B86E,B86E,False
125,0,A3,3,16,14,1,B86E,F86E,True
126,0,A3,3,16,15,0,B86E,386E,True
127,0,A3,3,16,15,1,B86E,B86E,False
128,0,B0,4,16,0,0,3791,3790,True
129,0,B0,4,16,0,1,3791,3791,False
130,0,B0,4,16,1,0,3791,3791,False
131,0,B0,4,16,1,1,3791,3793,True
132,0,B0,4,16,2,0,3791,3791,False
133,0,B0,4,16,2,1,3791,3795,True
134,0,B0,4,16,3,0,3791,3791,False
135,0,B0,4,16,3,1,3791,3799,True
136,0,B0,4,16,4,0,3791,3781,True
137,0,B0,4,16,4,1,3791,3791,False
138,0,B0,4,16,5,0,3791,3791,False
139,0,B0,4,16,5,1,3791,37B1,True
140,0,B0,4,16,6,0,3791,3791,False
141,0,B0,4,16,6,1,3791,37D1,True
142,0,B0,4,16,7,0,3791,3711,True
143,0,B0,4,16,7,1,3791,3791,False
144,0,B0,4,16,8,0,3791,3691,True
145,0,B0,4,16,8,1,3791,3791,False
146,0,B0,4,16,9,0,3791,3591,True
147,0,B0,4,16,9,1,3791,3791,False
148,0,B0,4,16,10,0,3791,3391,True
149,0,B0,4,16,10,1,3791,3791,False
150,0,B0,4,16,11,0,3791,3791,False
151,0,B0,4,16,11,1,3791,3F91,True
152,0,B0,4,16,12,0,3791,2791,True
153,0,B0,4,16,12,1,3791,3791,False
154,0,B0,4,16,13,0,3791,1791,True
155,0,B0,4,16,13,1,3791,3791,False
156,0,B0,4,16,14,0,3791,3791,False
157,0,B0,4,16,14,1,3791,7791,True
158,0,B0,4,16,15,0,3791,3791,False
159,0,B0,4,16,15,1,3791,B791,True
160,0,B1,5,16,0,0,35A8,35A8,False
161,0,B1,5,16,0,1,35A8,35A9,True
162,0,B1,5,16,1,0,35A8,35A8,False
163,0,B1,5,16,1,1,35A8,35AA,True
164,0,B1,5,16,2,0,35A8,35A8,False
165,0,B1,5,16,2,1,35A8,35AC,True
166,0,B1,5,16,3,0,35A8,35A0,True
167,0,B1,5,16,3,1,35A8,35A8,False
168,0,B1,5,16,4,0,35A8,35A8,False
169,0,B1,5,16,4,1,35A8,35B8,True
170,0,B1,5,16,5,0,35A8,3588,True
171,0,B1,5,16,5,1,35A8,35A8,False
172,0,B1,5,16,6,0,35A8,35A8,False
173,0,B1,5,16,6,1,35A8,35E8,True
174,0,B1,5,16,7,0,35A8,3528,True
175,0,B1,5,16,7,1,35A8,35A8,False
176,0,B1,5,16,8,0,35A8,34A8,True
177,0,B1,5,16,8,1,35A8,35A8,False
178,0,B1,5,16,9,0,35A8,35A8,False
179,0,B1,5,16,9,1,35A8,37A8,True
180,0,B1,5,16,10,0,35A8,31A8,True
181,0,B1,5,16,10,1,35A8,35A8,False
