#FULL_A_16x16
17.5331872 -3.91177985 22.9502668 12.6315539 -25.9726498 30.4398305 16.7129409 18.3081155 -23.8007276 -3.17529997 -8.26892644 27.3129592 9.20736766 20.6567433 -3.62149127 -17.4567218
3.49342637 -27.9156957 20.968395 8.42652154 16.5176153 -9.31033802 30.1246736 25.1597517 17.8165438 -19.5431228 -2.12985577 -29.196559 -22.1254725 11.715133 15.664778 29.9206228
-11.1471771 -8.29057884 -1.94842808 -19.8738329 -23.6850235 -1.55488472 -17.4778016 10.8680956 -4.02227721 21.2914045 12.8169665 -12.008535 21.2646272 19.5049188 -7.20138374 -13.5470014
11.6797122 -23.055841 -19.2058752 -31.5288148 18.3631601 10.5504548 13.1305842 17.9666579 -2.62939036 4.39943653 -23.0529921 -24.6700752 10.7777895 -1.84984281 4.17511082 16.9599268
8.6219725 3.42908165 3.78925829 -12.5471937 -30.0276587 -4.05008709 -18.2665811 -5.85416681 22.6177967 -17.0278728 -28.2686245 -13.9914309 -13.2099995 10.362657 3.65005775 18.1694853
10.5160666 -5.99124086 20.0973046 -21.3137331 -30.5464272 -26.2369368 14.2309985 -2.43985726 -21.678606 0.0668656067 -22.2520254 12.564504 -3.44599837 -7.61464152 -12.7032263 8.33808595
-8.84399295 -26.3904052 -24.4476223 29.5614505 26.1491642 12.7812566 -14.9843225 30.0272882 17.8400578 13.8809721 -3.24086386 -14.5765401 -25.8309784 25.7665534 -2.83031745 -19.0487447
-12.418776 5.07005242 -20.6865418 22.8233142 16.5452499 14.0456292 -4.34604546 8.14776582 5.38227001 9.59018248 -26.5955634 -5.38832626 -29.3366928 -0.384587569 -10.8888824 -22.7504518
-25.38221 5.60925263 -21.0820501 27.2076876 5.18791294 -9.80033249 5.81859145 -30.5405521 29.3477898 -1.13258003 18.0950546 -26.7052801 -0.853866827 -0.59475236 28.0208931 4.59059536
-1.69667833 -14.9135576 -10.7795842 1.32303376 -3.90966654 -30.6168268 20.882683 25.3542893 -23.0240583 3.45831318 -25.0511525 11.023366 -14.0010378 10.2030486 14.5276553 17.1934395
-25.1045794 26.624758 -17.2663045 -29.6055963 3.51055804 -8.26097381 21.1065435 19.7280941 -11.7031109 28.9855614 -13.3812584 0.963656269 -15.6182342 27.9067886 -21.4650996 -29.1257203
