row,vector_id,target,operand_index,width_bits,bit,stuck_at,original,faulty,activated,golden,golden_kind,faulty_result,faulty_kind,class
0,0,A0,0,16,0,0,3476,3476,False,B416,Normal,B416,Normal,Not activated
1,0,A0,0,16,0,1,3476,3477,True,B416,Normal,B416,Normal,Masked
2,0,A0,0,16,1,0,3476,3474,True,B416,Normal,B418,Normal,SDC
3,0,A0,0,16,1,1,3476,3476,False,B416,Normal,B416,Normal,Not activated
4,0,A0,0,16,2,0,3476,3472,True,B416,Normal,B418,Normal,SDC
5,0,A0,0,16,2,1,3476,3476,False,B416,Normal,B416,Normal,Not activated
6,0,A0,0,16,3,0,3476,3476,False,B416,Normal,B416,Normal,Not activated
7,0,A0,0,16,3,1,3476,347E,True,B416,Normal,B414,Normal,SDC
8,0,A0,0,16,4,0,3476,3466,True,B416,Normal,B41E,Normal,SDC
9,0,A0,0,16,4,1,3476,3476,False,B416,Normal,B416,Normal,Not activated
10,0,A0,0,16,5,0,3476,3456,True,B416,Normal,B426,Normal,SDC
11,0,A0,0,16,5,1,3476,3476,False,B416,Normal,B416,Normal,Not activated
12,0,A0,0,16,6,0,3476,3436,True,B416,Normal,B436,Normal,SDC
13,0,A0,0,16,6,1,3476,3476,False,B416,Normal,B416,Normal,Not activated
14,0,A0,0,16,7,0,3476,3476,False,B416,Normal,B416,Normal,Not activated
15,0,A0,0,16,7,1,3476,34F6,True,B416,Normal,B3B4,Normal,SDC
16,0,A0,0,16,8,0,3476,3476,False,B416,Normal,B416,Normal,Not activated
17,0,A0,0,16,8,1,3476,3576,True,B416,Normal,B33C,Normal,SDC
18,0,A0,0,16,9,0,3476,3476,False,B416,Normal,B416,Normal,Not activated
19,0,A0,0,16,9,1,3476,3676,True,B416,Normal,B248,Normal,SDC
20,0,A0,0,16,10,0,3476,3076,True,B416,Normal,B524,Normal,SDC
21,0,A0,0,16,10,1,3476,3476,False,B416,Normal,B416,Normal,Not activated
22,0,A0,0,16,11,0,3476,3476,False,B416,Normal,B416,Normal,Not activated
23,0,A0,0,16,11,1,3476,3C76,True,B416,Normal,307C,Normal,SDC
24,0,A0,0,16,12,0,3476,2476,True,B416,Normal,B610,Normal,SDC
25,0,A0,0,16,12,1,3476,3476,False,B416,Normal,B416,Normal,Not activated
26,0,A0,0,16,13,0,3476,1476,True,B416,Normal,B630,Normal,SDC
27,0,A0,0,16,13,1,3476,3476,False,B416,Normal,B416,Normal,Not activated
28,0,A0,0,16,14,0,3476,3476,False,B416,Normal,B416,Normal,Not activated
29,0,A0,0,16,14,1,3476,7476,True,B416,Normal,7038,Normal,SDC
30,0,A0,0,16,15,0,3476,3476,False,B416,Normal,B416,Normal,Not activated
31,0,A0,0,16,15,1,3476,B476,True,B416,Normal,B828,Normal,SDC
32,0,A1,1,16,0,0,BB9A,BB9A,False,B416,Normal,B416,Normal,Not activated
33,0,A1,1,16,0,1,BB9A,BB9B,True,B416,Normal,B418,Normal,SDC
34,0,A1,1,16,1,0,BB9A,BB98,True,B416,Normal,B416,Normal,Masked
35,0,A1,1,16,1,1,BB9A,BB9A,False,B416,Normal,B416,Normal,Not activated
36,0,A1,1,16,2,0,BB9A,BB9A,False,B416,Normal,B416,Normal,Not activated
37,0,A1,1,16,2,1,BB9A,BB9E,True,B416,Normal,B41A,Normal,SDC
38,0,A1,1,16,3,0,BB9A,BB92,True,B416,Normal,B412,Normal,SDC
39,0,A1,1,16,3,1,BB9A,BB9A,False,B416,Normal,B416,Normal,Not activated
40,0,A1,1,16,4,0,BB9A,BB8A,True,B416,Normal,B40C,Normal,SDC
41,0,A1,1,16,4,1,BB9A,BB9A,False,B416,Normal,B416,Normal,Not activated
42,0,A1,1,16,5,0,BB9A,BB9A,False,B416,Normal,B416,Normal,Not activated
43,0,A1,1,16,5,1,BB9A,BBBA,True,B416,Normal,B42E,Normal,SDC
44,0,A1,1,16,6,0,BB9A,BB9A,False,B416,Normal,B416,Normal,Not activated
45,0,A1,1,16,6,1,BB9A,BBDA,True,B416,Normal,B444,Normal,SDC
46,0,A1,1,16,7,0,BB9A,BB1A,True,B416,Normal,B378,Normal,SDC
47,0,A1,1,16,7,1,BB9A,BB9A,False,B416,Normal,B416,Normal,Not activated
48,0,A1,1,16,8,0,BB9A,BA9A,True,B416,Normal,B2C4,Normal,SDC
49,0,A1,1,16,8,1,BB9A,BB9A,False,B416,Normal,B416,Normal,Not activated
50,0,A1,1,16,9,0,BB9A,B99A,True,B416,Normal,B158,Normal,SDC
51,0,A1,1,16,9,1,BB9A,BB9A,False,B416,Normal,B416,Normal,Not activated
