vector_id,label,original,posit32_hex,decoded_posit32,quantization_error
0,A0,0.2788535969,30EC5E61,0.27885359711945057,2.1945056882799463e-10
0,A1,-0.9499784896,C0CCE35B,-0.94997848942875862,1.7124135442969646e-10
0,A2,-0.4499413633,C99A1492,-0.44994136318564415,1.1435585811625515e-10
0,A3,-0.5535785237,C7248AD9,-0.55357852205634117,1.6436588756718606e-09
0,B0,0.4729424283,37225829,0.47294242866337299,3.6337299835764725e-10
0,B1,0.3533989748,334F0B5E,0.35339897498488426,1.8488427455665146e-10
0,B2,0.7843591354,3C8CBC2A,0.78435913473367691,-6.6632310780079251e-10
0,B3,-0.8261223347,C2C833F2,-0.82612233608961105,-1.389611092861287e-09
0,C0,-0.1561563606,D60188C1,-0.15615636017173529,4.2826470147971918e-10
1,A0,-0.9404055611,C0F4194C,-0.94040556252002716,-1.4200272069331277e-09
1,A1,-0.5627240504,C6FF1511,-0.56272405013442039,2.6557955834505265e-10
1,A2,0.0107105762,157BDB4D,0.010710576199926436,-7.3564418445748458e-14
1,A3,-0.9469280606,C0D961F6,-0.94692806154489517,-9.4489516211382352e-10
1,B0,-0.6023246986,C65CE0C7,-0.60232469812035561,4.7964443528059064e-10
1,B1,0.2997688756,3197B4E6,0.29976887628436089,6.8436090128187743e-10
1,B2,0.0898829612,238148ED,0.089882961008697748,-1.9130225181740457e-10
1,B3,-0.5591187559,C70DD97E,-0.55911875516176224,7.3823780422088703e-10
1,C0,0.1785313678,2B6D0ED5,0.17853136826306581,4.6306580792077057e-10
2,A0,0.6188609134,39E6DAB3,0.61886091157793999,-1.8220600583873647e-09
2,A1,-0.9870024806,C0353CE3,-0.98700248077511787,-1.7511792016478012e-10
2,A2,0.6116385037,39C94575,0.61163850501179695,1.3117970043552418e-09
2,A3,0.3962787900,34AE50DB,0.39627878926694393,-7.3305606029805404e-10
2,B0,-0.3194989670,CDC6AA1A,-0.31949896737933159,-3.7933156615821417e-10
2,B1,-0.6890410004,C4F9B025,-0.68904099985957146,5.4042859076730565e-10
2,B2,0.9144261444,3EA17D4F,0.91442614421248436,-1.8751566965846678e-10
2,B3,-0.3268109098,CD8AC3D9,-0.32681090943515301,3.6484698595629084e-10
2,C0,-0.8145083132,C2F7C622,-0.81450831145048141,1.7495185300475669e-09
3,A0,-0.8065672463,C3184CF1,-0.8065672479569912,-1.6569912109076768e-09
3,A1,0.6949887327,3B1EAC81,0.69498873129487038,-1.4051295682548925e-09
3,A2,0.2074520627,2D46E504,0.20745206251740456,-1.8259543876908424e-10
3,A3,0.6142565465,39D3FEAC,0.61425654590129852,-5.9870142177231855e-10
3,B0,0.4594635734,36B3ECF4,0.45946357399225235,5.9225235826687594e-10
3,B1,0.0724561829,21463E84,0.072456182911992073,1.1992074000488628e-11
3,B2,0.9462315280,3F23C3AC,0.94623152911663055,1.1166305657894782e-09
3,B3,-0.2429312456,D073D081,-0.24293124582618475,-2.2618473760616098e-10
3,C0,0.1040812625,255288E9,0.10408126236870885,-1.3129114462273606e-10
4,A0,0.6588093285,3A8A7BA7,0.65880933031439781,1.8143978541829142e-09
4,A1,0.2370395047,2F2BA7BE,0.23703950457274914,-1.272508487470958e-10
4,A2,0.7234138006,3B931A59,0.72341379895806313,-1.641936919760667e-09
4,A3,0.1547042905,29E6ACD3,0.15470429044216871,-5.7831295308119479e-11
4,B0,0.4091436724,3517B479,0.40914367325603962,8.5603962807212497e-10
4,B1,-0.9083512327,C17764B3,-0.90835123136639595,1.3336040050049291e-09
4,B2,-0.5442034487,C74AF153,-0.54420344904065132,-3.4065128495797126e-10
4,B3,-0.4212240728,CA855518,-0.42122407257556915,2.2443086278300939e-10
4,C0,-0.8404160462,C28DA7E7,-0.84041604772210121,-1.522101222839467e-09
5,A0,-0.5344182273,C77305DF,-0.53441822901368141,-1.7136814189910865e-09
5,A1,-0.7979971412,C33B675A,-0.79799713939428329,1.8057166872864627e-09
5,A2,-0.4440527938,C9CA51CC,-0.4440527930855751,7.144249081214582e-10
5,A3,0.2713688885,30AF0DCF,0.27136888913810253,6.3810251527129935e-10
5,B0,-0.2703356421,CF596911,-0.27033564262092113,-5.2092113955737318e-10
5,B1,-0.2596380658,CFB10B83,-0.25963806547224522,3.2775476777047174e-10
5,B2,-0.5809859385,C6B44817,-0.58098593726754189,1.2324581355471764e-09
5,B3,-0.4660443559,C9162A26,-0.4660443551838398,7.1616018670894732e-10
5,C0,0.8733091754,3DF9130B,0.873309176415205,1.0152050311518224e-09
6,A0,0.2960707705,31796969,0.296070771291852,7.9185197288111908e-10
6,A1,0.2182620113,2DF8013A,0.21826201118528843,-1.1471157357334505e-10
6,A2,-0.6577227036,C579F7C2,-0.65772270411252975,-5.1252979638150009e-10
6,A3,0.4582535959,36AA0372,0.45825359597802162,7.8021644700498882e-11
6,B0,-0.6731950125,C53A97DE,-0.6731950119137764,5.8622362519855642e-10
6,B1,-0.2410891165,D091FEF4,-0.24108911678195,-2.8194999113217989e-10
6,B2,0.9790467013,3FAA2CE0,0.97904670238494873,1.0849486864472624e-09
6,B3,0.2799995197,30F5C18E,0.27999952062964439,9.2964441700260636e-10
6,C0,0.1138994875,26944227,0.11389948753640056,3.6400563119265428e-11
7,A0,0.3692285020,33D0B84B,0.36922850273549557,7.3549555335006289e-10
7,A1,0.6857038404,3AF8A497,0.68570384010672569,-2.932742937389321e-10
7,A2,0.5519998231,38D4FDC4,0.55199982225894928,-8.4105067355011442e-10
7,A3,-0.5419038561,C7545C9F,-0.54190385714173317,-1.0417331441914257e-09
7,B0,-0.9357995122,C106F717,-0.93579951301217079,-8.1217077507744762e-10
7,B1,-0.3690939039,CC3061FB,-0.36909390427172184,-3.7172181999167719e-10
7,B2,-0.4645182480,C922AAA1,-0.46451824717223644,8.2776357990255178e-10
7,B3,-0.5780343128,C6C05F18,-0.57803431153297424,1.2670257065749979e-09
7,C0,0.8858194287,3E2C50FE,0.88581942766904831,-1.0309516573769884e-09
8,A0,0.7527352529,3C0B341F,0.75273525342345238,5.2345239254236731e-10
8,A1,-0.3706442384,CC23AEB2,-0.37064423784613609,5.5386389918865575e-10
8,A2,0.3108773306,31F2B504,0.31087733060121536,1.2153611450571589e-12
8,A3,-0.2087361979,D2A410EE,-0.20873619802296162,-1.2296161311375897e-10
8,B0,0.8290951795,3D43F94F,0.82909518107771873,1.5777187334364839e-09
8,B1,-0.0822962948,DD7750A5,-0.082296294625848532,1.7415147102184392e-10
8,B2,-0.4702396670,C8F3CBF1,-0.4702396672219038,-2.2190382864550884e-10
8,B3,-0.5067449846,C7E45F5F,-0.50674498453736305,6.2636895670209469e-11
8,C0,0.1227362683,27B5D271,0.12273626821115613,-8.8843876699939983e-11
9,A0,-0.4745167830,C8D0C22E,-0.47451678290963173,9.0368268423901554e-11
9,A1,0.1691719804,2AD3B6B7,0.16917198058217764,1.8217763408934218e-10
9,A2,0.7956457672,3CBAF70E,0.79564576596021652,-1.2397834980859557e-09
9,A3,-0.2011989897,D31F8E46,-0.20119898952543736,1.7456264211901384e-10
9,B0,-0.5613584817,C704ACF8,-0.56135848164558411,5.441591621746511e-11
9,B1,0.9950752130,3FEBD3FD,0.99507521465420723,1.6542072156511267e-09
9,B2,0.0190525874,18E0A160,0.019052587449550629,4.955062749001371e-11
9,B3,-0.8181811757,C2E8BADB,-0.81818117573857307,-3.8573033656064126e-11
9,C0,-0.9057672492,C181FA33,-0.90576725080609322,-1.6060932583883414e-09
10,A0,-0.7807017393,C3823EE5,-0.78070173785090446,1.4490955102530734e-09
10,A1,0.2548920834,30281371,0.25489208288490772,-5.1509230214463742e-10
10,A2,0.5841587287,3958B6D3,0.58415872976183891,1.0618389501004799e-09
10,A3,-0.1556800664,D609567A,-0.15568006597459316,4.2540684863645595e-10
10,B0,-0.8729445877,C2086B42,-0.87294458597898483,1.7210152192248529e-09
10,B1,-0.2367614270,D0D8E69A,-0.23676142655313015,4.4686984668196317e-10
10,B2,0.9922427605,3FE039F2,0.99224276095628738,4.5628734124392167e-10
10,B3,0.0582286902,1F7409A8,0.058228690177202225,-2.2797777554650622e-11
10,C0,0.9421567552,3F1312F6,0.94215675443410873,-7.6589123931825043e-10
11,A0,0.7215594045,3B8B81E0,0.72155940532684326,8.2684326052628876e-10
11,A1,-0.9770379561,C05E0D73,-0.9770379550755024,1.0244975978679349e-09
11,A2,0.4414436387,36204E69,0.44144363887608051,1.7608053903828136e-10
11,A3,0.3634207381,33A12487,0.36342073790729046,-1.9270951501226818e-10
11,B0,0.0739406608,2176E338,0.073940660804510117,4.5101145040860047e-12
11,B1,-0.4663496201,C913A9F6,-0.46634962037205696,-2.7205698804877443e-10
11,B2,0.2819235972,310584A3,0.28192359767854214,4.7854215035059156e-10
