target,bit,stuck_at,total_cases,not_activated,activated_cases,activated_masked,activated_sdc,activated_sdc_percent
A0,0,0,100,52,48,21,27,56.250000
A0,0,1,100,48,52,29,23,44.230769
A0,1,0,100,46,54,18,36,66.666667
A0,1,1,100,54,46,9,37,80.434783
A0,2,0,100,53,47,11,36,76.595745
A0,2,1,100,47,53,7,46,86.792453
A0,3,0,100,54,46,6,40,86.956522
A0,3,1,100,46,54,5,49,90.740741
A0,4,0,100,52,48,3,45,93.750000
A0,4,1,100,48,52,4,48,92.307692
A0,5,0,100,57,43,2,41,95.348837
A0,5,1,100,43,57,1,56,98.245614
A0,6,0,100,51,49,1,48,97.959184
A0,6,1,100,49,51,0,51,100.000000
A0,7,0,100,53,47,1,46,97.872340
A0,7,1,100,47,53,0,53,100.000000
A1,0,0,100,49,51,28,23,45.098039
A1,0,1,100,51,49,32,17,34.693878
A1,1,0,100,53,47,17,30,63.829787
A1,1,1,100,47,53,20,33,62.264151
A1,2,0,100,55,45,14,31,68.888889
A1,2,1,100,45,55,16,39,70.909091
A1,3,0,100,33,67,12,55,82.089552
A1,3,1,100,67,33,7,26,78.787879
A1,4,0,100,53,47,4,43,91.489362
A1,4,1,100,47,53,2,51,96.226415
A1,5,0,100,43,57,1,56,98.245614
A1,5,1,100,57,43,1,42,97.674419
A1,6,0,100,51,49,0,49,100.000000
A1,6,1,100,49,51,0,51,100.000000
A1,7,0,100,51,49,0,49,100.000000
A1,7,1,100,49,51,0,51,100.000000
A2,0,0,100,59,41,26,15,36.585366
A2,0,1,100,41,59,39,20,33.898305
A2,1,0,100,53,47,19,28,59.574468
A2,1,1,100,47,53,23,30,56.603774
A2,2,0,100,45,55,17,38,69.090909
A2,2,1,100,55,45,15,30,66.666667
A2,3,0,100,54,46,6,40,86.956522
A2,3,1,100,46,54,12,42,77.777778
A2,4,0,100,47,53,6,47,88.679245
A2,4,1,100,53,47,6,41,87.234043
A2,5,0,100,54,46,4,42,91.304348
A2,5,1,100,46,54,2,52,96.296296
A2,6,0,100,62,38,1,37,97.368421
A2,6,1,100,38,62,1,61,98.387097
A2,7,0,100,64,36,0,36,100.000000
A2,7,1,100,36,64,0,64,100.000000
A3,0,0,100,37,63,36,27,42.857143
A3,0,1,100,63,37,21,16,43.243243
A3,1,0,100,52,48,20,28,58.333333
A3,1,1,100,48,52,17,35,67.307692
A3,2,0,100,47,53,10,43,81.132075
A3,2,1,100,53,47,11,36,76.595745
A3,3,0,100,53,47,1,46,97.872340
A3,3,1,100,47,53,5,48,90.566038
A3,4,0,100,47,53,3,50,94.339623
A3,4,1,100,53,47,2,45,95.744681
A3,5,0,100,44,56,3,53,94.642857
A3,5,1,100,56,44,1,43,97.727273
A3,6,0,100,47,53,0,53,100.000000
A3,6,1,100,53,47,1,46,97.872340
A3,7,0,100,48,52,0,52,100.000000
A3,7,1,100,52,48,1,47,97.916667
B0,0,0,100,48,52,29,23,44.230769
B0,0,1,100,52,48,28,20,41.666667
B0,1,0,100,58,42,24,18,42.857143
B0,1,1,100,42,58,20,38,65.517241
B0,2,0,100,58,42,6,36,85.714286
B0,2,1,100,42,58,14,44,75.862069
B0,3,0,100,51,49,9,40,81.632653
B0,3,1,100,49,51,3,48,94.117647
B0,4,0,100,46,54,3,51,94.444444
B0,4,1,100,54,46,1,45,97.826087
B0,5,0,100,50,50,0,50,100.000000
B0,5,1,100,50,50,2,48,96.000000
B0,6,0,100,47,53,0,53,100.000000
B0,6,1,100,53,47,1,46,97.872340
B0,7,0,100,47,53,0,53,100.000000
B0,7,1,100,53,47,0,47,100.000000
B1,0,0,100,46,54,30,24,44.444444
B1,0,1,100,54,46,28,18,39.130435
B1,1,0,100,48,52,22,30,57.692308
B1,1,1,100,52,48,19,29,60.416667
B1,2,0,100,45,55,11,44,80.000000
B1,2,1,100,55,45,12,33,73.333333
B1,3,0,100,40,60,11,49,81.666667
B1,3,1,100,60,40,3,37,92.500000
B1,4,0,100,49,51,5,46,90.196078
B1,4,1,100,51,49,7,42,85.714286
B1,5,0,100,54,46,1,45,97.826087
B1,5,1,100,46,54,1,53,98.148148
B1,6,0,100,44,56,1,55,98.214286
B1,6,1,100,56,44,0,44,100.000000
B1,7,0,100,46,54,1,53,98.148148
B1,7,1,100,54,46,0,46,100.000000
B2,0,0,100,50,50,34,16,32.000000
B2,0,1,100,50,50,33,17,34.000000
B2,1,0,100,44,56,23,33,58.928571
B2,1,1,100,56,44,14,30,68.181818
B2,2,0,100,47,53,15,38,71.698113
B2,2,1,100,53,47,12,35,74.468085
B2,3,0,100,50,50,4,46,92.000000
B2,3,1,100,50,50,8,42,84.000000
B2,4,0,100,49,51,2,49,96.078431
B2,4,1,100,51,49,2,47,95.918367
B2,5,0,100,45,55,2,53,96.363636
B2,5,1,100,55,45,1,44,97.777778
B2,6,0,100,50,50,1,49,98.000000
B2,6,1,100,50,50,1,49,98.000000
B2,7,0,100,51,49,1,48,97.959184
B2,7,1,100,49,51,0,51,100.000000
B3,0,0,100,51,49,29,20,40.816327
B3,0,1,100,49,51,28,23,45.098039
B3,1,0,100,45,55,24,31,56.363636
B3,1,1,100,55,45,22,23,51.111111
B3,2,0,100,58,42,7,35,83.333333
B3,2,1,100,42,58,13,45,77.586207
B3,3,0,100,58,42,6,36,85.714286
B3,3,1,100,42,58,8,50,86.206897
B3,4,0,100,57,43,4,39,90.697674
B3,4,1,100,43,57,4,53,92.982456
B3,5,0,100,51,49,1,48,97.959184
B3,5,1,100,49,51,3,48,94.117647
B3,6,0,100,46,54,0,54,100.000000
B3,6,1,100,54,46,2,44,95.652174
B3,7,0,100,47,53,0,53,100.000000
B3,7,1,100,53,47,0,47,100.000000
C0,0,0,100,59,41,9,32,78.048780
C0,0,1,100,41,59,12,47,79.661017
C0,1,0,100,57,43,2,41,95.348837
C0,1,1,100,43,57,9,48,84.210526
C0,2,0,100,48,52,0,52,100.000000
C0,2,1,100,52,48,0,48,100.000000
C0,3,0,100,53,47,0,47,100.000000
C0,3,1,100,47,53,0,53,100.000000
C0,4,0,100,54,46,0,46,100.000000
C0,4,1,100,46,54,0,54,100.000000
C0,5,0,100,55,45,0,45,100.000000
C0,5,1,100,45,55,0,55,100.000000
C0,6,0,100,56,44,0,44,100.000000
C0,6,1,100,44,56,0,56,100.000000
C0,7,0,100,56,44,0,44,100.000000
C0,7,1,100,44,56,0,56,100.000000
