vector_id,label,original,lns16_hex,decoded_lns16,quantization_error,underflow_to_zero
0,A0,0.2788535969,5C51,0.278974106121,0.000120509220897,False
0,A1,-0.9499784896,7FDA,-0.949856349088,0.000122140511722,False
0,A2,-0.4499413633,7DB2,-0.449893756235,4.76070648662e-05,False
0,A3,-0.5535785237,7E4B,-0.553434457194,0.000144066506299,False
0,B0,0.4729424283,5DD7,0.473003208541,6.07802410998e-05,False
0,B1,0.3533989748,5D00,0.353553390593,0.000154415793274,False
0,B2,0.7843591354,5F4D,0.784796561134,0.000437425733545,False
0,B3,-0.8261223347,7F73,-0.826226578247,-0.000104243547157,False
0,C0,-0.1561563606,7AA4,-0.156075122149,8.12384513494e-05,False
1,A0,-0.9404055611,7FD3,-0.940897437042,-0.000491875941773,False
1,A1,-0.5627240504,7E57,-0.562498781016,0.000225269383808,False
1,A2,0.0107105762,52E9,0.0107098206077,-7.55592270793e-07,False
1,A3,-0.9469280606,7FD8,-0.947287990793,-0.000359930193483,False
1,B0,-0.6023246986,7E8A,-0.602708054503,-0.000383355902562,False
1,B1,0.2997688756,5C86,0.299726541769,-4.23338314048e-05,False
1,B2,0.0898829612,590C,0.0898359998406,-4.69613594386e-05,False
1,B3,-0.5591187559,7E53,-0.559460963309,-0.000342207408951,False
1,C0,0.1785313678,5B07,0.178459904117,-7.14636830547e-05,False
2,A0,0.6188609134,5E9E,0.6192499491,0.000389035699908,False
2,A1,-0.9870024806,7FF6,-0.986553196128,0.000449284472383,False
2,A2,0.6116385037,5E95,0.611750646049,0.00011214234936,False
2,A3,0.3962787900,5D54,0.396134566313,-0.000144223686877,False
2,B0,-0.3194989670,7CB5,-0.319417580526,8.13864738106e-05,False
2,B1,-0.6890410004,7EED,-0.689150327972,-0.000109327572162,False
2,B2,0.9144261444,5FBE,0.914524515702,9.83713024486e-05,False
2,B3,-0.3268109098,7CC6,-0.326854111484,-4.32016836693e-05,False
2,C0,-0.8145083132,7F68,-0.814013710929,0.000494602271326,False
3,A0,-0.8065672463,7F61,-0.806336047619,0.000231198681003,False
3,A1,0.6949887327,5EF3,0.694770967835,-0.000217764864623,False
3,A2,0.2074520627,5B76,0.20739726152,-5.4801179798e-05,False
3,A3,0.6142565465,5E98,0.614240268053,-1.62784465649e-05,False
3,B0,0.4594635734,5DC2,0.459745146694,0.000281573293973,False
3,B1,0.0724561829,586D,0.0724380050453,-1.81778546609e-05,False
3,B2,0.9462315280,5FD7,0.946006417082,-0.0002251109178,False
3,B3,-0.2429312456,7BEB,-0.242992615268,-6.13696678654e-05,False
3,C0,0.1040812625,5979,0.104120649755,3.93872552587e-05,False
4,A0,0.6588093285,5ECC,0.659039800633,0.000230472133032,False
4,A1,0.2370395047,5BD9,0.23714282517,0.000103320469542,False
4,A2,0.7234138006,5F11,0.723569311082,0.000155510481976,False
4,A3,0.1547042905,5A9D,0.154603043457,-0.000101247043374,False
4,B0,0.4091436724,5D6C,0.409216862442,7.31900417411e-05,False
4,B1,-0.9083512327,7FB9,-0.908354989506,-3.7568059249e-06,False
4,B2,-0.5442034487,7E3F,-0.544516199406,-0.000312750705719,False
4,B3,-0.4212240728,7D81,-0.421017797177,0.000206275622669,False
4,C0,-0.8404160462,7F80,-0.840896415254,-0.000480369053715,False
5,A0,-0.5344182273,7E31,-0.534293038503,0.000125188797354,False
5,A1,-0.7979971412,7F59,-0.797650206353,0.000346934847177,False
5,A2,-0.4440527938,7DA8,-0.443844123132,0.00020867066837,False
5,A3,0.2713688885,5C3D,0.271521929071,0.000153040570986,False
5,B0,-0.2703356421,7C3A,-0.270421403748,-8.57616483038e-05,False
5,B1,-0.2596380658,7C1C,-0.25965852549,-2.04596903447e-05,False
5,B2,-0.5809859385,7E6F,-0.581075235209,-8.92967088398e-05,False
5,B3,-0.4660443559,7DCC,-0.466011512099,3.28438005527e-05,False
5,C0,0.8733091754,5F9C,0.8733836931,7.45176995846e-05,False
6,A0,0.2960707705,5C7D,0.29609676324,2.59927400982e-05,False
6,A1,0.2182620113,5B9C,0.218345923275,8.39119748961e-05,False
6,A2,-0.6577227036,7ECB,-0.658148194182,-0.000425490582418,False
6,A3,0.4582535959,5DC0,0.458502021602,0.000248425702336,False
6,B0,-0.6731950125,7EDC,-0.673470893116,-0.000275880616473,False
6,B1,-0.2410891165,7BE5,-0.241026825039,6.22914609587e-05,False
6,B2,0.9790467013,5FF0,0.978572062088,-0.0004746392123,False
6,B3,0.2799995197,5C54,0.280109438102,0.000109918402402,False
6,C0,0.1138994875,59BB,0.113852223716,-4.72637842876e-05,False
7,A0,0.3692285020,5D20,0.369206536485,-2.19655151252e-05,False
7,A1,0.6857038404,5EE9,0.685428518895,-0.000275321505331,False
7,A2,0.5519998231,5E49,0.551938001461,-6.18216389191e-05,False
7,A3,-0.5419038561,7E3B,-0.541575498006,0.000328358093573,False
7,B0,-0.9357995122,7FCF,-0.935816048439,-1.65362389756e-05,False
7,B1,-0.3690939039,7D20,-0.369206536485,-0.000112632584875,False
7,B2,-0.4645182480,7DCA,-0.464751443107,-0.000233195107205,False
7,B3,-0.5780343128,7E6B,-0.577937093939,9.72188606713e-05,False
7,C0,0.8858194287,5FA6,0.885287987032,-0.000531441668223,False
8,A0,0.7527352529,5F2E,0.752541865812,-0.000193387088297,False
8,A1,-0.3706442384,7D23,-0.370709084497,-6.48460972345e-05,False
8,A2,0.3108773306,5CA1,0.310885045389,7.71478866751e-06,False
8,A3,-0.2087361979,7B7B,-0.20880589895,-6.9701050302e-05,False
8,B0,0.8290951795,5F76,0.829589046081,0.000493866580808,False
8,B1,-0.0822962948,78CB,-0.0822685242728,2.77705271978e-05,False
8,B2,-0.4702396670,7DD3,-0.470448718521,-0.000209051520887,False
8,B3,-0.5067449846,7E0A,-0.506815042476,-7.00578757448e-05,False
8,C0,0.1227362683,59F3,0.122819315682,8.3047381984e-05,False
9,A0,-0.4745167830,7DD9,-0.474285650339,0.000231132660917,False
9,A1,0.1691719804,5AE0,0.169281943367,0.000109962967112,False
9,A2,0.7956457672,5F57,0.795493404931,-0.000152362268568,False
9,A3,-0.2011989897,7B60,-0.201311291494,-0.000112301793657,False
9,B0,-0.5613584817,7E56,-0.561737783667,-0.00037930196651,False
9,B1,0.9950752130,5FFC,0.994599423484,-0.000475789516367,False
9,B2,0.0190525874,5492,0.0190397223411,-1.28650589467e-05,False
9,B3,-0.8181811757,7F6C,-0.818433724883,-0.000252549183482,False
9,C0,-0.9057672492,7FB7,-0.90589884856,-0.000131599359818,False
10,A0,-0.7807017393,7F49,-0.780558207255,0.000143532044638,False
10,A1,0.2548920834,5C0E,0.254783499019,-0.000108584380566,False
10,A2,0.5841587287,5E73,0.584230416275,7.16875751225e-05,False
10,A3,-0.1556800664,7AA2,-0.155653103772,2.69626280928e-05,False
10,B0,-0.8729445877,7F9C,-0.8733836931,-0.000439105399584,False
10,B1,-0.2367614270,7BD8,-0.236821997698,-6.05706983707e-05,False
10,B2,0.9922427605,5FFA,0.991910082425,-0.00033267807489,False
10,B3,0.0582286902,57CC,0.0582514390124,2.27488124309e-05,False
10,C0,0.9421567552,5FD4,0.942172089516,1.53343161673e-05,False
11,A0,0.7215594045,5F0F,0.721612820247,5.34157465351e-05,False
11,A1,-0.9770379561,7FEF,-0.97724816456,-0.000210208459645,False
11,A2,0.4414436387,5DA4,0.441447108983,3.47028331821e-06,False
11,A3,0.3634207381,5D14,0.363256998962,-0.000163739137737,False
11,B0,0.0739406608,587C,0.0739240444365,-1.66163634787e-05,False
11,B1,-0.4663496201,7DCD,-0.466642827165,-0.00029320706484,False
11,B2,0.2819235972,5C59,0.282011934963,8.83377634651e-05,False
11,B3,-0.7768956528,7F46,-0.777394469889,-0.000498817088544,False
11,C0,-0.1304694987,7A20,-0.130534222803,-6.47241034267e-05,False
12,A0,-0.0925525873,7922,-0.0925518892389,6.98061095511e-07,False
12,A1,0.9076318550,5FB8,0.90712608775,-0.000505767249801,False
12,A2,0.7517058808,5F2D,0.751523761622,-0.000182119177559,False
12,A3,-0.4732218985,7DD7,-0.473003208541,0.0002186899589,False
12,B0,0.0011722261,0000,0,-0.0011722261,True
12,B1,-0.6426962389,7EB9,-0.642303972804,0.000392266095725,False
12,B2,0.8252556787,5F72,0.82510878696,-0.000146891739691,False
12,B3,0.7410371397,5F23,0.741418168994,0.000381029294469,False
12,C0,-0.4031104171,7D61,-0.403168023809,-5.76067094984e-05,False
13,A0,0.2778989897,5C4E,0.277843375836,-5.56138637956e-05,False
13,A1,0.2179404229,5B9B,0.21805052589,0.000110102989988,False
13,A2,-0.6943214629,7EF3,-0.694770967835,-0.000449504935377,False
13,A3,0.5250216002,5E24,0.5249720429,-4.95572996564e-05,False
13,B0,0.0787580602,58AB,0.0787806087419,2.25485418657e-05,False
13,B1,0.5572529573,5E50,0.557193371298,-5.95860020538e-05,False
13,B2,0.0607073444,57EB,0.060748153817,4.08094169663e-05,False
13,B3,-0.9988562077,7FFF,-0.998647112891,0.00020909480903,False
13,C0,-0.3516878860,7CFC,-0.351643998455,4.38875452461e-05,False
14,A0,-0.9610465152,7FE3,-0.961500408089,-0.000453892888954,False
14,A1,0.8581972325,5F8F,0.858147100114,-5.0132385641e-05,False
14,A2,0.7574437556,5F33,0.757653112856,0.000209357255804,False
14,A3,0.6633310587,5ED1,0.663515983801,0.00018492510099,False
14,B0,-0.3849717492,7D3F,-0.385031097066,-5.934786571e-05,False
14,B1,-0.8841496670,7FA5,-0.884090292326,5.93746736568e-05,False
14,B2,0.7560191984,5F31,0.755604461332,-0.000414737068027,False
14,B3,0.8938988906,5FAD,0.893717404415,-0.000181486184984,False
14,C0,-0.8286930959,7F75,-0.828466705755,0.000226390145427,False
15,A0,-0.0280190734,75AF,-0.0280043911911,1.46822088894e-05,False
15,A1,-0.8615749631,7F92,-0.861639473873,-6.4510773137e-05,False
15,A2,0.5212043305,5E1F,0.521430498944,0.000226168444435,False
15,A3,0.5316688586,5E2D,0.531407548066,-0.000261310533949,False
15,B0,-0.7432170710,7F25,-0.743428357578,-0.000211286577831,False
15,B1,-0.0494352438,7753,-0.0494498301206,-1.45863206147e-05,False
15,B2,0.0996071870,5958,0.0995713844589,-3.58025411083e-05,False
15,B3,-0.4698867421,7DD2,-0.469812254514,7.44875858599e-05,False
15,C0,0.7448660822,5F26,0.744435494762,-0.000430587437801,False
16,A0,-0.1537241196,7A99,-0.153768097891,-4.39782907752e-05,False
16,A1,-0.5764035891,7E69,-0.576374384451,2.92046488096e-05,False
16,A2,0.0785921776,58A9,0.0785675903943,-2.45872057248e-05,False
16,A3,0.4598621382,5DC2,0.459745146694,-0.000116991506027,False
16,B0,-0.5976978732,7E84,-0.59783219602,-0.000134322819914,False
16,B1,-0.3765674174,7D2F,-0.376780674623,-0.000213257223481,False
16,B2,0.9902987133,5FF9,0.990568140061,0.00026942676128,False
16,B3,0.2997561153,5C86,0.299726541769,-2.95735314049e-05,False
16,C0,-0.1237998322,79F9,-0.123821017508,-2.118530766e-05,False
17,A0,0.0351516821,5657,0.0351561738135,4.49171351198e-06,False
17,A1,-0.7579916083,7F33,-0.757653112856,0.000338495444196,False
17,A2,-0.5506053259,7E47,-0.550445592061,0.000159733839168,False
17,A3,-0.3238288757,7CBF,-0.323771269284,5.76064162394e-05,False
17,B0,0.1766174369,5AFF,0.176537536384,-7.99005156068e-05,False
17,B1,-0.5397705348,7E39,-0.540111108234,-0.000340573434334,False
17,B2,-0.5595652311,7E53,-0.559460963309,0.000104267791049,False
17,B3,-0.8580138280,7F8F,-0.858147100114,-0.000133272114359,False
17,C0,0.2622059145,5C23,0.262130907495,-7.50070045487e-05,False
18,A0,-0.5421164324,7E3C,-0.542309181107,-0.000192748706655,False
18,A1,0.8108400260,5F65,0.810714372621,-0.000125653378744,False
18,A2,0.7192708005,5F0D,0.719661619653,0.000390819152583,False
18,A3,-0.8582853002,7F8F,-0.858147100114,0.000138200085641,False
18,B0,-0.5239907313,7E23,-0.524261814991,-0.000271083690903,False
18,B1,0.3379555566,5CDF,0.338105848016,0.000150291416277,False
18,B2,-0.5715263853,7E63,-0.571711563189,-0.000185177888702,False
18,B3,-0.7353763025,7F1D,-0.735420157119,-4.38546187777e-05,False
18,C0,0.8710284812,5F9A,0.871022112578,-6.36862242176e-06,False
19,A0,0.1420861867,5A5F,0.142155997787,6.98110866025e-05,False
19,A1,-0.0546579474,779D,-0.0546604302101,-2.48281012934e-06,False
19,A2,0.5692388486,5E60,0.569394317378,0.000155468778346,False
19,A3,0.6149939955,5E99,0.615072391563,7.83960631009e-05,False
19,B0,-0.6191801713,7E9E,-0.6192499491,-6.97777999082e-05,False
19,B1,-0.8061383715,7F61,-0.806336047619,-0.000197676118997,False
19,B2,-0.1378976352,7A49,-0.137984500365,-8.68651652702e-05,False
19,B3,-0.1528427540,7A95,-0.152937661512,-9.49075123399e-05,False
19,C0,-0.0659506639,7828,-0.0659778236475,-2.71597475348e-05,False
20,A0,0.4581516989,5DBF,0.457881720128,-0.000269978772154,False
20,A1,0.3467290946,5CF2,0.346915510575,0.000186415974632,False
20,A2,0.9683304227,5FE8,0.968030896746,-0.000299525953853,False
20,A3,-0.8031642577,7F5E,-0.803067828208,9.64294916145e-05,False
