vector_id,label,original,posit16_hex,decoded_posit16,quantization_error
0,A0,0.2788535969,21D9,0.278869628906,1.603200625e-05
0,A1,-0.9499784896,C19A,-0.949951171875,2.7317725e-05
0,A2,-0.4499413633,D334,-0.449951171875,-9.80857499999e-06
0,A3,-0.5535785237,CE49,-0.553588867188,-1.03434875e-05
0,B0,0.4729424283,2E45,0.472961425781,1.899748125e-05
0,B1,0.3533989748,269E,0.353393554688,-5.42011249999e-06
0,B2,0.7843591354,3919,0.784301757812,-5.73775875e-05
0,B3,-0.8261223347,C590,-0.826171875,-4.95403e-05
0,C0,-0.1561563606,E602,-0.156127929688,2.84309125e-05
1,A0,-0.9404055611,C1E8,-0.9404296875,-2.41264e-05
1,A1,-0.5627240504,CDFE,-0.562744140625,-2.0090225e-05
1,A2,0.0107105762,06BE,0.0107116699219,1.093721875e-06
1,A3,-0.9469280606,C1B3,-0.946899414062,2.86465375e-05
1,B0,-0.6023246986,CCBA,-0.602294921875,2.9776725e-05
1,B1,0.2997688756,232F,0.299743652344,-2.522325625e-05
1,B2,0.0898829612,1381,0.0898742675781,-8.693621875e-06
1,B3,-0.5591187559,CE1C,-0.55908203125,3.672465e-05
1,C0,0.1785313678,1B6D,0.178527832031,-3.53576875001e-06
2,A0,0.6188609134,33CE,0.618896484375,3.5570975e-05
2,A1,-0.9870024806,C06A,-0.987060546875,-5.8066275e-05
2,A2,0.6116385037,3393,0.611694335938,5.58322375001e-05
2,A3,0.3962787900,295D,0.396301269531,2.247953125e-05
2,B0,-0.3194989670,DB8D,-0.319519042969,-2.007596875e-05
2,B1,-0.6890410004,C9F3,-0.689086914062,-4.59136625e-05
2,B2,0.9144261444,3D43,0.914428710938,2.56653749997e-06
2,B3,-0.3268109098,DB16,-0.326782226562,2.86832375e-05
2,C0,-0.8145083132,C5F0,-0.814453125,5.51881999999e-05
3,A0,-0.8065672463,C631,-0.806518554688,4.86916125e-05
3,A1,0.6949887327,363D,0.694946289062,-4.24436374999e-05
