row,vector_id,target,operand_index,width_bits,bit,stuck_at,original,faulty,activated,golden,golden_kind,faulty_result,faulty_kind,class
0,0,A0,0,32,0,0,3E8EC5E6,3E8EC5E6,False,BE82DC74,Normal,BE82DC74,Normal,Not activated
1,0,A0,0,32,0,1,3E8EC5E6,3E8EC5E7,True,BE82DC74,Normal,BE82DC74,Normal,Masked
2,0,A0,0,32,1,0,3E8EC5E6,3E8EC5E4,True,BE82DC74,Normal,BE82DC74,Normal,Masked
3,0,A0,0,32,1,1,3E8EC5E6,3E8EC5E6,False,BE82DC74,Normal,BE82DC74,Normal,Not activated
4,0,A0,0,32,2,0,3E8EC5E6,3E8EC5E2,True,BE82DC74,Normal,BE82DC76,Normal,SDC
5,0,A0,0,32,2,1,3E8EC5E6,3E8EC5E6,False,BE82DC74,Normal,BE82DC74,Normal,Not activated
6,0,A0,0,32,3,0,3E8EC5E6,3E8EC5E6,False,BE82DC74,Normal,BE82DC74,Normal,Not activated
7,0,A0,0,32,3,1,3E8EC5E6,3E8EC5EE,True,BE82DC74,Normal,BE82DC70,Normal,SDC
8,0,A0,0,32,4,0,3E8EC5E6,3E8EC5E6,False,BE82DC74,Normal,BE82DC74,Normal,Not activated
9,0,A0,0,32,4,1,3E8EC5E6,3E8EC5F6,True,BE82DC74,Normal,BE82DC6C,Normal,SDC
10,0,A0,0,32,5,0,3E8EC5E6,3E8EC5C6,True,BE82DC74,Normal,BE82DC82,Normal,SDC
11,0,A0,0,32,5,1,3E8EC5E6,3E8EC5E6,False,BE82DC74,Normal,BE82DC74,Normal,Not activated
12,0,A0,0,32,6,0,3E8EC5E6,3E8EC5A6,True,BE82DC74,Normal,BE82DC92,Normal,SDC
13,0,A0,0,32,6,1,3E8EC5E6,3E8EC5E6,False,BE82DC74,Normal,BE82DC74,Normal,Not activated
14,0,A0,0,32,7,0,3E8EC5E6,3E8EC566,True,BE82DC74,Normal,BE82DCB0,Normal,SDC
15,0,A0,0,32,7,1,3E8EC5E6,3E8EC5E6,False,BE82DC74,Normal,BE82DC74,Normal,Not activated
16,0,A0,0,32,8,0,3E8EC5E6,3E8EC4E6,True,BE82DC74,Normal,BE82DCEC,Normal,SDC
17,0,A0,0,32,8,1,3E8EC5E6,3E8EC5E6,False,BE82DC74,Normal,BE82DC74,Normal,Not activated
18,0,A0,0,32,9,0,3E8EC5E6,3E8EC5E6,False,BE82DC74,Normal,BE82DC74,Normal,Not activated
19,0,A0,0,32,9,1,3E8EC5E6,3E8EC7E6,True,BE82DC74,Normal,BE82DB82,Normal,SDC
20,0,A0,0,32,10,0,3E8EC5E6,3E8EC1E6,True,BE82DC74,Normal,BE82DE58,Normal,SDC
