vector_id,golden,total_cases,not_activated,activated_cases,activated_masked,activated_sdc,activated_masked_percent,activated_sdc_percent
0,FF13,160,80,80,0,80,0.000000,100.000000
1,0459,160,80,80,8,72,10.000000,90.000000
2,0078,160,80,80,0,80,0.000000,100.000000
3,FF43,160,80,80,0,80,0.000000,100.000000
4,FB04,160,80,80,0,80,0.000000,100.000000
5,056A,160,80,80,0,80,0.000000,100.000000
6,FD73,160,80,80,0,80,0.000000,100.000000
7,013F,160,80,80,0,80,0.000000,100.000000
8,0304,160,80,80,0,80,0.000000,100.000000
9,FEC3,160,80,80,0,80,0.000000,100.000000
10,0897,160,80,80,0,80,0.000000,100.000000
11,00CB,160,80,80,0,80,0.000000,100.000000
12,FD0A,160,80,80,8,72,10.000000,90.000000
13,FCE5,160,80,80,0,80,0.000000,100.000000
14,FFD0,160,80,80,0,80,0.000000,100.000000
15,027F,160,80,80,0,80,0.000000,100.000000
16,01AE,160,80,80,0,80,0.000000,100.000000
17,04FC,160,80,80,0,80,0.000000,100.000000
18,06A5,160,80,80,0,80,0.000000,100.000000
19,FEE0,160,80,80,0,80,0.000000,100.000000
20,0127,160,80,80,0,80,0.000000,100.000000
21,FAB9,160,80,80,0,80,0.000000,100.000000
22,FE23,160,80,80,0,80,0.000000,100.000000
23,FFC9,160,80,80,0,80,0.000000,100.000000
24,FC21,160,80,80,0,80,0.000000,100.000000
25,FFA8,160,80,80,8,72,10.000000,90.000000
26,FE3C,160,80,80,0,80,0.000000,100.000000
27,0085,160,80,80,0,80,0.000000,100.000000
28,07BB,160,80,80,0,80,0.000000,100.000000
29,FB38,160,80,80,0,80,0.000000,100.000000
30,FD01,160,80,80,0,80,0.000000,100.000000
31,FB1E,160,80,80,0,80,0.000000,100.000000
32,FE64,160,80,80,0,80,0.000000,100.000000
33,F898,160,80,80,0,80,0.000000,100.000000
34,FBA9,160,80,80,0,80,0.000000,100.000000
35,0477,160,80,80,0,80,0.000000,100.000000
36,FEEC,160,80,80,0,80,0.000000,100.000000
37,F92C,160,80,80,0,80,0.000000,100.000000
38,0080,160,80,80,0,80,0.000000,100.000000
39,0121,160,80,80,0,80,0.000000,100.000000
40,FAFB,160,80,80,0,80,0.000000,100.000000
41,FED8,160,80,80,0,80,0.000000,100.000000
42,FD66,160,80,80,0,80,0.000000,100.000000
43,F99E,160,80,80,0,80,0.000000,100.000000
44,01CC,160,80,80,0,80,0.000000,100.000000
45,FD0A,160,80,80,0,80,0.000000,100.000000
46,FF56,160,80,80,0,80,0.000000,100.000000
47,FBBD,160,80,80,8,72,10.000000,90.000000
48,02FB,160,80,80,0,80,0.000000,100.000000
49,039C,160,80,80,8,72,10.000000,90.000000
50,FFD3,160,80,80,0,80,0.000000,100.000000
51,0425,160,80,80,0,80,0.000000,100.000000
52,02EB,160,80,80,0,80,0.000000,100.000000
53,018A,160,80,80,0,80,0.000000,100.000000
54,FD0C,160,80,80,0,80,0.000000,100.000000
55,01D0,160,80,80,0,80,0.000000,100.000000
56,06E9,160,80,80,0,80,0.000000,100.000000
57,FBF4,160,80,80,0,80,0.000000,100.000000
58,FA39,160,80,80,0,80,0.000000,100.000000
59,FDA4,160,80,80,0,80,0.000000,100.000000
60,000F,160,80,80,0,80,0.000000,100.000000
61,05A4,160,80,80,0,80,0.000000,100.000000
62,FC26,160,80,80,8,72,10.000000,90.000000
63,043D,160,80,80,0,80,0.000000,100.000000
64,00FF,160,80,80,0,80,0.000000,100.000000
65,041A,160,80,80,0,80,0.000000,100.000000
66,01B4,160,80,80,0,80,0.000000,100.000000
67,FDD0,160,80,80,0,80,0.000000,100.000000
68,FECE,160,80,80,0,80,0.000000,100.000000
69,0372,160,80,80,0,80,0.000000,100.000000
70,0204,160,80,80,0,80,0.000000,100.000000
71,05ED,160,80,80,0,80,0.000000,100.000000
72,FB6E,160,80,80,0,80,0.000000,100.000000
73,FF26,160,80,80,0,80,0.000000,100.000000
74,FF51,160,80,80,0,80,0.000000,100.000000
75,FBC3,160,80,80,0,80,0.000000,100.000000
76,03EE,160,80,80,0,80,0.000000,100.000000
77,0650,160,80,80,0,80,0.000000,100.000000
78,04AC,160,80,80,0,80,0.000000,100.000000
79,F976,160,80,80,16,64,20.000000,80.000000
80,FDC7,160,80,80,0,80,0.000000,100.000000
81,FBB0,160,80,80,0,80,0.000000,100.000000
82,0456,160,80,80,0,80,0.000000,100.000000
83,004E,160,80,80,0,80,0.000000,100.000000
84,FFBC,160,80,80,0,80,0.000000,100.000000
85,04A9,160,80,80,0,80,0.000000,100.000000
86,06C6,160,80,80,8,72,10.000000,90.000000
87,0286,160,80,80,0,80,0.000000,100.000000
88,01DE,160,80,80,8,72,10.000000,90.000000
89,0040,160,80,80,0,80,0.000000,100.000000
90,FFC0,160,80,80,0,80,0.000000,100.000000
91,0256,160,80,80,8,72,10.000000,90.000000
92,0269,160,80,80,0,80,0.000000,100.000000
93,0390,160,80,80,0,80,0.000000,100.000000
94,0306,160,80,80,0,80,0.000000,100.000000
95,04B2,160,80,80,0,80,0.000000,100.000000
96,FF51,160,80,80,0,80,0.000000,100.000000
97,FA25,160,80,80,0,80,0.000000,100.000000
98,02B9,160,80,80,0,80,0.000000,100.000000
99,FEF7,160,80,80,0,80,0.000000,100.000000
